gene,target,full_name,beta,se,t_stat,p_value,FDR
ENO2,NSE,Gamma-enolase,-0.026529317690852067,0.04181023746801588,-0.6345172689140199,0.5258568653852007,0.9865861851989831
PIAS4,PIAS4,E3 SUMO-protein ligase PIAS4,0.014682742841647755,0.029573027588744118,0.49649102708835263,0.6196334000344554,0.9865861851989831
STAT3,STAT3,Signal transducer and activator of transcription 3,-0.04624337385775852,0.07135759830979209,-0.6480511529689859,0.5170682735372141,0.9865861851989831
MYC,c-Myc,Myc proto-oncogene protein,-0.052176972191534964,0.04841594045717311,-1.0776816829095517,0.2813792076324729,0.9865861851989831
SMAD3,SMAD3,Mothers against decapentaplegic homolog 3,-0.0477224940456856,0.06292016325359677,-0.7584610652286823,0.4483148590187942,0.9865861851989831
SMAD2,SMAD2,Mothers against decapentaplegic homolog 2,-0.027910483679973147,0.08448782269045062,-0.33034918868997887,0.7411902752601918,0.9865861851989831
STAT1,STAT1,Signal transducer and activator of transcription 1-alpha/beta,-0.07564830101367889,0.08838904987624169,-0.8558560265055252,0.39223785113862997,0.9865861851989831
STAT6,STAT6,Signal transducer and activator of transcription 6,-0.015002192653737915,0.05903681891469855,-0.254115870901079,0.7994469205959375,0.9865861851989831
ZNRF3,ZNRF3,E3 ubiquitin-protein ligase ZNRF3,-0.017386918128465698,0.047305603080730584,-0.3675445823784047,0.7132736998760967,0.9865861851989831
STX12,STX12,Syntaxin-12,-0.024178119779540715,0.04241701116411964,-0.5700099822213046,0.5687711140544067,0.9865861851989831
GOSR2,GOSR2,Golgi SNAP receptor complex member 2,-0.0347297677844235,0.07046277483235878,-0.49288106900488493,0.622181295264357,0.9865861851989831
SLC3A2,4F2,4F2 cell-surface antigen heavy chain:Cytoplasmic domain,-0.024355223986545632,0.050382184747246726,-0.48340944539679953,0.628887850990649,0.9865861851989831
AGA,ASPG,N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase,0.01294625570193134,0.02679444762348961,0.48316934477805323,0.629058260784138,0.9865861851989831
CLMP,ACAM,CXADR-like membrane protein:Extracellular domain,0.022856328526702847,0.03629222335850588,0.6297858442267622,0.5289472821172885,0.9865861851989831
TMEM190,TM190,Transmembrane protein 190,0.03904846308293703,0.06221031347230991,0.6276847182311286,0.5303226320679109,0.9865861851989831
SHISA2,TMM46,Protein shisa-2 homolog,0.01029305550806653,0.025478255069235144,0.4039937381934503,0.6862849154748716,0.9865861851989831
DNAJC16,DJC16,DnaJ homolog subfamily C member 16,-0.0946319789247839,0.11604421856569315,-0.8154820644615941,0.4149483776339771,0.9865861851989831
INSL5,INSL5,Insulin-like peptide INSL5,-0.05048007867924355,0.04720409921828006,-1.0694003172439492,0.2850912610235613,0.9865861851989831
PGRMC2,PGRC2,Membrane-associated progesterone receptor component 2,0.014307791672971493,0.04346513763338071,0.3291785659038907,0.742074659672032,0.9865861851989831
ACRV1,sperm protein 10,Acrosomal protein SP-10,-0.08956489951268617,0.08359839609923368,-1.071371027338492,0.2842049143941938,0.9865861851989831
COL6A3,Collagen alpha-3(VI),Collagen alpha-3(VI) chain:isoform 3,-0.056667087234401205,0.17906847328494274,-0.3164548521292729,0.7517089679231418,0.9865861851989831
CSF2RB,IL3RB,Cytokine receptor common subunit beta:Extracellular domain,0.024932322219015715,0.04715713024880182,0.5287073680580723,0.5971002692416687,0.9865861851989831
DHX9,DHX9,ATP-dependent RNA helicase A,0.017341411049882342,0.029648594665388057,0.5848982471377238,0.5587193829648797,0.9865861851989831
NRAS,RASN,GTPase NRas,0.02072051822853752,0.02869865289934412,0.7220031651384956,0.47042461170891514,0.9865861851989831
COX6A2,CX6A2,"Cytochrome c oxidase subunit 6A2, mitochondrial",-0.10348136319092147,0.12156315356998615,-0.8512559945341114,0.39478663403616465,0.9865861851989831
TSPEAR,TSEAR,Thrombospondin-type laminin G domain and EAR repeat-containing protein,0.027609194243495016,0.05112641376109472,0.5400182060980889,0.5892785603642714,0.9865861851989831
BMPR1B,BMP RIB,Bone morphogenetic protein receptor type-1B,-0.013145916730068995,0.028600683717016337,-0.4596364499582808,0.6458553680356127,0.9865861851989831
TOR1AIP2,TOIP2,Torsin-1A-interacting protein 2,0.016715153477346364,0.03843475255376923,0.43489686720273,0.6637107141404953,0.9865861851989831
GLB1,BGAL,Beta-galactosidase,-0.04608279590976142,0.19966465021763344,-0.23080097483220696,0.8175063653916881,0.9865861851989831
TEX29,TEX29,Testis-expressed sequence 29 protein,-0.014574497963768276,0.027861255893912452,-0.5231098705407868,0.6009884778462732,0.9865861851989831
PCDH9,PCDH9,Protocadherin-9,-0.023828921431941832,0.03500070158576366,-0.6808126795273759,0.4961133532549873,0.9865861851989831
ITM2C,ITM2C,Integral membrane protein 2C:N-term,-0.029917345416412385,0.055598679422902135,-0.5380945325850468,0.5906054817654391,0.9865861851989831
PGLYRP3,PGRP-I-alpha,Peptidoglycan recognition protein 3,-0.0081156125153911,0.034646166999882134,-0.23424272345678845,0.814834068291352,0.9865861851989831
LYSMD3,LYSM3,LysM and putative peptidoglycan-binding domain-containing protein 3,-0.017182520525431736,0.04183905795029172,-0.4106813433955898,0.6813750533762278,0.9865861851989831
SLITRK3,SLIK3,SLIT and NTRK-like protein 3,0.02812460316882639,0.05126005459143514,0.5486651037146111,0.5833311328353665,0.9865861851989831
MGAT1,MGAT1,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",-0.06457336346340378,0.06683938753925867,-0.9660974739703604,0.33417818614478745,0.9865861851989831
B2M,b2-Microglobulin,Beta-2-microglobulin,0.019504685758628747,0.07395891901839066,0.2637232401108878,0.79203570219303,0.9865861851989831
PUF60,PUF60,Poly(U)-binding-splicing factor PUF60,-0.008167141071829644,0.024659253038787823,-0.33119985666164026,0.74054782555273,0.9865861851989831
POMK,SG196,Protein O-mannose kinase,-0.02726153555505617,0.04858385488197286,-0.5611233530415394,0.5748118186254141,0.9865861851989831
CLGN,CLGN,Calmegin,0.03168712218947906,0.03304825292778628,0.9588138368076091,0.3378338886077944,0.9865861851989831
APMAP,APMAP,Adipocyte plasma membrane-associated protein,0.010309689229486857,0.0407112020969254,0.25323961707005127,0.8001237831596527,0.9865861851989831
TOR1AIP1,TOIP1,Torsin-1A-interacting protein 1:Perinuclear domain,-0.027880300654034008,0.05006421502533401,-0.5568907979467117,0.577699548751038,0.9865861851989831
HTN1,HIS1,Histatin-1,0.04776009937225737,0.0648085632830521,0.7369411842022269,0.4612933793047783,0.9865861851989831
PLOD3,PLOD3,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",0.028407684258113023,0.033020776674344575,0.8602972770226909,0.38978654976720895,0.9865861851989831
MSMB,PSP-94,Beta-microseminoprotein,0.04149375091284865,0.06152285842432261,0.6744444581340258,0.5001507645261116,0.9865861851989831
PRR16,PRR16,Protein Largen,0.022780421277582827,0.05907930557685706,0.3855905389400265,0.6998641125765648,0.9865861851989831
MUC1,MUC1,Mucin-1:region 1,0.03496977149703871,0.040760746789493256,0.8579276448892919,0.3910932805438223,0.9865861851989831
SPINK13,ISK13,Serine protease inhibitor Kazal-type 13,-0.03199058490060846,0.04086126821532757,-0.7829072933328192,0.43382660154819586,0.9865861851989831
APLP2,APLP2,Amyloid-like protein 2,0.01144757717659185,0.045061410853971154,0.2540439138421473,0.7995024981729912,0.9865861851989831
KIAA1324,K1324,UPF0577 protein KIAA1324:Extracellular domain,-0.03274468849062204,0.032417847954768236,-1.0100821169964715,0.3126471461949297,0.9865861851989831
TINF2,TINF2,TERF1-interacting nuclear factor 2,0.032488601139367135,0.04308122021602436,0.7541244416118644,0.4509134247669274,0.9865861851989831
ASCC1,ASCC1,Activating signal cointegrator 1 complex subunit 1,-0.012725654740300569,0.028492217448985068,-0.44663616522952915,0.655213450038505,0.9865861851989831
INSIG1,INSI1,Insulin-induced gene 1 protein,-0.016184225378901584,0.05304575922895562,-0.3050993258301267,0.7603401851154927,0.9865861851989831
C1orf185,CA185,Uncharacterized protein C1orf185,0.012137414786693196,0.03225069507384514,0.37634583561383356,0.7067222762458402,0.9865861851989831
STX4,STX4,Syntaxin-4,-0.07652444269355528,0.0704026559935947,-1.086953916916395,0.2772621355200978,0.9865861851989831
SFTPB,SP-B,Pulmonary surfactant-associated protein B,-0.025423605308547786,0.05990602034684909,-0.4243914912282269,0.6713517546998968,0.9865861851989831
TMX2,TMX2,Thioredoxin-related transmembrane protein 2,0.027886464929741412,0.053706096139704555,0.5192420774208002,0.6036818463473931,0.9865861851989831
NDUFB4,NDUB4,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,0.018190032826093522,0.04391997986845886,0.4141630501783699,0.6788241990795889,0.9865861851989831
KLRG2,KLRG2,Killer cell lectin-like receptor subfamily G member 2:C-term,-0.08331528764542434,0.09620914539702635,-0.8659809553614376,0.38666314436242255,0.9865861851989831
WFDC10B,WF10B,Protein WFDC10B,-0.04339028946708122,0.04170951749747716,-1.0402970849448385,0.2983986618229211,0.9865861851989831
LRP1,LRP1,Prolow-density lipoprotein receptor-related protein 1,-0.0293562618630128,0.03631084388294205,-0.8084709338524534,0.41897000048060695,0.9865861851989831
IGSF11,IGS11,Immunoglobulin superfamily member 11:Cytoplasmic domain,-0.12808401081528598,0.1262781623070299,-1.014300560566168,0.31063134207334503,0.9865861851989831
COL28A1,COSA1,Collagen alpha-1(XXVIII) chain,-0.006010058696873328,0.02142834763313556,-0.28047233504741725,0.7791605415038717,0.9865861851989831
SUDS3,SDS3,Sin3 histone deacetylase corepressor complex component SDS3,-0.035221923824882914,0.033022522525838455,-1.0666030675677045,0.2863525626721808,0.9865861851989831
ST6GALNAC3,SIA7C,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",0.009726281250680275,0.04000390093810467,0.24313332006618782,0.8079411369787897,0.9865861851989831
ZPBP2,ZPBP2,Zona pellucida-binding protein 2,-0.026609058663147868,0.06187897926660298,-0.4300177375018398,0.667255235404447,0.9865861851989831
CD300LB,CLM7,CMRF35-like molecule 7,-0.01646406796138698,0.041201733286702825,-0.39959648898315847,0.6895205136032936,0.9865861851989831
PSMD5,PSMD5,26S proteasome non-ATPase regulatory subunit 5,-0.008336182849238432,0.032803364743181504,-0.25412584698254737,0.7994392154358174,0.9865861851989831
SYK,KSYK,Tyrosine-protein kinase SYK:Protein kinase domain,-0.04027299588259143,0.0549732968032519,-0.7325919714571151,0.46394166462171005,0.9865861851989831
HS3ST5,HS3S5,Heparan sulfate glucosamine 3-O-sulfotransferase 5,0.009759652891420265,0.03886550070788271,0.2511135252000191,0.8017667074282622,0.9865861851989831
GAL3ST2,G3ST2,Galactose-3-O-sulfotransferase 2,0.023507371337674565,0.06833242221564274,0.34401489915709776,0.7308916736066753,0.9865861851989831
SERPINB1,Serpin B1,Leukocyte elastase inhibitor,0.043258556894626675,0.042736688860770124,1.0122112416232507,0.3116286576769104,0.9865861851989831
HSPA1A,HSP 70,Heat shock 70 kDa protein 1A,-0.018318870767707895,0.03238818201631174,-0.5656035512731749,0.5717625977442904,0.9865861851989831
CDYL2,CDYL2,Chromodomain Y-like protein 2,-0.020256434101026177,0.048711137091643854,-0.41584810600738503,0.6775909709380338,0.9865861851989831
TMED2,TMED2,Transmembrane emp24 domain-containing protein 2,0.006043452423729123,0.019152603862269565,0.31554207810013046,0.7524016261610065,0.9865861851989831
CLEC4G,CLC4G,C-type lectin domain family 4 member G,-0.005947413391098105,0.023519477219311795,-0.25287183620793646,0.800407920424997,0.9865861851989831
CD300E,CLM2,CMRF35-like molecule 2,0.020458874495714447,0.03621511235388004,0.5649264399844534,0.5722229451239343,0.9865861851989831
KLRB1,KLRB1,Killer cell lectin-like receptor subfamily B member 1,0.018558675110465703,0.0476317492856577,0.3896282498290246,0.6968763778336713,0.9865861851989831
VSIG10,VSI10,V-set and immunoglobulin domain-containing protein 10,-0.015692560079612998,0.040011872397873696,-0.39219759384334457,0.6949776164995485,0.9865861851989831
HHIP,HHIP,Hedgehog-interacting protein,-0.014718987783053776,0.022721245093303775,-0.6478072712393582,0.5172259681825747,0.9865861851989831
GCNT4,GCNT4,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4",0.00837595793401433,0.027404023250112552,0.3056470160446214,0.7599231953515091,0.9865861851989831
SIGLEC15,SIG15,Sialic acid-binding Ig-like lectin 15,0.02196962098479486,0.022048784217503562,0.9964096327521833,0.3192397722121966,0.9865861851989831
BTNL3,BTNL3,Butyrophilin-like protein 3,0.008396251295939667,0.026371713602009853,0.3183809525104113,0.7502480048938714,0.9865861851989831
HNRNPDL,HNRDL,Heterogeneous nuclear ribonucleoprotein D-like,-0.033284078010134506,0.06774497915709872,-0.49131431471769527,0.6232885190253257,0.9865861851989831
BRAT1,BRAT1,BRCA1-associated ATM activator 1,0.022055702519611517,0.03665190782083076,0.6017613769910326,0.5474397204829452,0.9865861851989831
MRAP2,MRAP2,Melanocortin-2 receptor accessory protein 2,-0.029033064587234127,0.05477723672399713,-0.5300206130061167,0.5961897072250577,0.9865861851989831
LCTL,LCTL,Lactase-like protein,-0.012845456086233803,0.03183611305125406,-0.40348694784295613,0.6866575315959227,0.9865861851989831
OSMR,OSMR,Oncostatin-M-specific receptor subunit beta,-0.03516027166549721,0.03665328396214888,-0.9592666158319273,0.33760588901485855,0.9865861851989831
ASPRV1,APRV1,Retroviral-like aspartic protease 1,-0.01639708208007048,0.03787512964391039,-0.4329247776636144,0.6651424685253788,0.9865861851989831
STX8,STX8,Syntaxin-8,-0.06070858829721792,0.05793269168379315,-1.0479158922664271,0.2948754961265138,0.9865861851989831
CALN1,CABP8,Calcium-binding protein 8,0.01349973871485997,0.023825580200070064,0.5666069242175379,0.5710807593303712,0.9865861851989831
CD58,sLFA-3,Lymphocyte function-associated antigen 3,-0.024776043994277783,0.026816738527422813,-0.9239022101416914,0.3557116353121017,0.9865861851989831
PLEKHA4,PKHA4,Pleckstrin homology domain-containing family A member 4,-0.0321861915347108,0.04315494177283028,-0.7458286400695541,0.45590809195335413,0.9865861851989831
PLD3,PLD3,Phospholipase D3,-0.03947385912317039,0.07395373256070172,-0.5337642571423962,0.5935974673549937,0.9865861851989831
CLEC2A,CLC2A,C-type lectin domain family 2 member A,-0.01259952925831974,0.030516933563106877,-0.4128700949675956,0.6797710480098376,0.9865861851989831
CLEC10A,CLC10,C-type lectin domain family 10 member A,-0.024541506834997086,0.03285454077108772,-0.7469745812607377,0.45521630386101486,0.9865861851989831
GCSH,GCSH,"Glycine cleavage system H protein, mitochondrial",-0.03430845384519981,0.03743508737364293,-0.9164785299621205,0.35958886717290406,0.9865861851989831
BET1L,BET1L,BET1-like protein,-0.018137226049313216,0.03718325705670974,-0.4877793793494576,0.6257897851961858,0.9865861851989831
SPINK7,ISK7,Serine protease inhibitor Kazal-type 7,0.023803820879386175,0.034085139478586116,0.6983636048883077,0.4850768827032569,0.9865861851989831
GH2,SOM2,Growth hormone variant,0.031245413450696216,0.06580037086642462,0.4748516313703566,0.6349738624244163,0.9865861851989831
IL5,IL-5,Interleukin-5,-0.018090858512045813,0.04356480230344744,-0.41526318393539957,0.6780189553073979,0.9865861851989831
IGHA1 IGHA2,IgA,Immunoglobulin A,0.04552601544177177,0.04482871227401782,1.0155548337746496,0.31003364139377526,0.9865861851989831
CLC,LPPL,Galectin-10,-0.01819554645779257,0.033392248963783296,-0.5449032941005912,0.5859151023421005,0.9865861851989831
REG4,REG4,Regenerating islet-derived protein 4,-0.008755522620434695,0.030466785890711636,-0.2873792677652938,0.7738685234782546,0.9865861851989831
CHI3L1,YKL-40,Chitinase-3-like protein 1,0.02155303549342277,0.08854324904517492,0.24341816824935317,0.8077205360403146,0.9865861851989831
ENO1,Alpha enolase,Alpha-enolase,-0.016699451167646907,0.05977717989750237,-0.27936164262484137,0.7800125066967362,0.9865861851989831
TENM3,TEN3,Teneurin-3,-0.012565920065293822,0.032186902819664014,-0.390404759839673,0.6963023309207594,0.9865861851989831
SVEP1,SVEP1,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1:Sushi 15-18",0.025823280798210047,0.028486818945661505,0.9064992776999024,0.3648425247447187,0.9865861851989831
TMEM167A,KISHA,Protein kish-A,-0.023564493561260835,0.03913700210717157,-0.6021026724717583,0.5472125991226915,0.9865861851989831
RAB17,RAB17,Ras-related protein Rab-17,0.0188357135920565,0.025790852236136474,0.7303253657382099,0.46532517936147355,0.9865861851989831
NAT14,NAT14,N-acetyltransferase 14,-0.01629800018283492,0.0271437677429969,-0.6004324947497316,0.5483244941417584,0.9865861851989831
SPG21,SPG21,Maspardin,-0.04886854038360839,0.06608462265371212,-0.7394842918250867,0.459748778332817,0.9865861851989831
TMEM132C,T132C,Transmembrane protein 132C:Cytoplasmic domain,0.06670667984252479,0.06250137684645449,1.0672833657153085,0.28604546420152516,0.9865861851989831
BMP15,BMP15,Bone morphogenetic protein 15,0.040765305391207124,0.040219658451322006,1.0135666726395878,0.3109814156164562,0.9865861851989831
CACNB4,CACB4,Voltage-dependent L-type calcium channel subunit beta-4,0.023001478177203258,0.06453070471417807,0.35644238318924776,0.7215681300989676,0.9865861851989831
RUNX3,RUNX3,Runt-related transcription factor 3,-0.030515163719777562,0.03647025111939765,-0.8367138361585693,0.40290986319118904,0.9865861851989831
ANGPTL1,ANGL1,"Angiopoietin-related protein 1:C-Term, Fibrinogen domian",-0.013073310017602677,0.021502992589051133,-0.6079763067145979,0.5433112114650533,0.9865861851989831
OLFM3,NOE3,"Noelin-3:Isoform 2, N-term",-0.028588788990303385,0.02724012075362817,-1.0495103618986559,0.29414171099528746,0.9865861851989831
KIAA1549L,K154L,UPF0606 protein KIAA1549L,-0.016616202406639656,0.02258266730663612,-0.7357945003138241,0.46199078624575163,0.9865861851989831
TLR1,TLR1,Toll-like receptor 1:Cytoplasmic domain,-0.01630211280273312,0.025579530202252537,-0.6373108760729919,0.5240365187754106,0.9865861851989831
KLK13,kallikrein 13,Kallikrein-13,0.014790895617074041,0.03751404527215965,0.39427621067704016,0.6934429054575766,0.9865861851989831
COL6A5,CO6A5,Collagen alpha-5(VI) chain,0.01927725571496669,0.04489013435516896,0.42943190061419306,0.6676813281937612,0.9865861851989831
HSPA1A,HSP 70,Heat shock 70 kDa protein 1A,0.011134862859990855,0.02434255583369278,0.4574237370990838,0.6474442548293962,0.9865861851989831
CCDC64,BICR1,Bicaudal D-related protein 1,0.009579030829646316,0.03159086089266426,0.30322158241248404,0.7617703537046605,0.9865861851989831
SPG20,SPG20,Spartin,-0.06007070629713817,0.06893527114933047,-0.8714074130064781,0.38369540444299044,0.9865861851989831
EQTN,EQTN,Equatorin,-0.04914025542440378,0.0704726942410906,-0.6972949729478558,0.4857450379752002,0.9865861851989831
MTMR1,MTMR1,Myotubularin-related protein 1,0.029351269179047214,0.031309395576454506,0.9374588246960649,0.34869971625201335,0.9865861851989831
MEGF10,MEG10,Multiple epidermal growth factor-like domains protein 10,0.016534004572607324,0.039707545001097445,0.41639453086687567,0.6771912488717717,0.9865861851989831
MILR1,MILR1,Allergin-1,0.032730490861984284,0.037061364347904906,0.8831431718145732,0.3773250122049602,0.9865861851989831
THSD7A,THS7A,Thrombospondin type-1 domain-containing protein 7A:Thrombospondin type-1 domain 6,0.024693022572161556,0.049185804840311,0.5020355497349512,0.615728995345854,0.9865861851989831
SVEP1,SVEP1,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1:EGF-like domains 4-6",0.02916253716034722,0.030877352276536752,0.9444636605874852,0.34511128001253333,0.9865861851989831
TSSK1B,TSSK1,Testis-specific serine/threonine-protein kinase 1,0.01523821734343484,0.06016210381706982,0.25328597865806834,0.8000879673649334,0.9865861851989831
SMARCC1,SMRC1,SWI/SNF complex subunit SMARCC1,0.014059664625337092,0.04043077886575049,0.3477465688212908,0.7280877841679065,0.9865861851989831
GCH1,GCH1,GTP cyclohydrolase 1,0.029023775213494384,0.02922890939657808,0.9929818050923339,0.3209067869057977,0.9865861851989831
YME1L1,YMEL1,ATP-dependent zinc metalloprotease YME1L1,0.027979642859305185,0.03273763814089717,0.8546628421661212,0.39289800842589995,0.9865861851989831
TINAGL1,TINAL,Tubulointerstitial nephritis antigen-like,-0.009291227293063089,0.029932730182533625,-0.3104036028923521,0.7563046670953729,0.9865861851989831
HNF1A,HNF1A,Hepatocyte nuclear factor 1-alpha,0.0250984934665466,0.05804152377618457,0.43242306255310514,0.6655069135544168,0.9865861851989831
SIT1,SIT1,Signaling threshold-regulating transmembrane adapter 1,-0.04381462492344571,0.07352145302603856,-0.5959434031850296,0.5513185636540083,0.9865861851989831
COL6A3,Collagen alpha-3(VI),"Collagen alpha-3(VI) chain:Bovine pancreatic trypsin inhibitor/Kunitz inhibitor domain, isoform 1",0.004871807591509873,0.020853833706195327,0.23361688120024376,0.8153198352340612,0.9865861851989831
CREB3L1,CR3L1,Cyclic AMP-responsive element-binding protein 3-like protein 1,0.022713800417974262,0.02964179178860504,0.7662762285074126,0.4436534695714849,0.9865861851989831
PUS1,TRUA,"tRNA pseudouridine synthase A, mitochondrial",0.01791194097179883,0.0473745230127698,0.3780922705431919,0.7054248394365641,0.9865861851989831
TBX5,TBX5,T-box transcription factor TBX5,0.006843836471662745,0.029557095187979086,0.2315463149587901,0.8169274752676079,0.9865861851989831
CXADR,CXAR,Coxsackievirus and adenovirus receptor,0.006243300115786321,0.026736900339238746,0.2335087477071428,0.8154037736163682,0.9865861851989831
MSR1,Macrophage scavenger receptor,Macrophage scavenger receptor types I and II:Cytoplasmic domain,-0.009428115363672933,0.030673697803666675,-0.3073680722819768,0.7586133060300185,0.9865861851989831
TBCE,TBCE,Tubulin-specific chaperone E,-0.04316359532058714,0.09273828115980152,-0.4654344978230726,0.6416996345631034,0.9865861851989831
TXNDC5,TXND5,Thioredoxin domain-containing protein 5,0.007689714253256409,0.03285721233995413,0.23403428670988538,0.8149958450531343,0.9865861851989831
TPMT,TPMT,Thiopurine S-methyltransferase,-0.018635002513989023,0.024197463867145812,-0.7701221341336834,0.44136977588149484,0.9865861851989831
C10orf105,CJ105,Uncharacterized protein C10orf105,0.028713105606715642,0.03132955013199801,0.9164863678457325,0.3595847596453421,0.9865861851989831
TMEM154,TM154,Transmembrane protein 154,0.01471104460523982,0.02709119252956493,0.5430194550935876,0.5872110977176223,0.9865861851989831
TBL2,TBL2,Transducin beta-like protein 2,-0.0826046080777307,0.10051365658721943,-0.8218247239473536,0.41132994975532156,0.9865861851989831
RIC3,RIC3,Protein RIC-3,0.015422751189693608,0.0172610005101148,0.8935027364523862,0.37175622888434756,0.9865861851989831
FDX1L,ADXL,"Adrenodoxin-like protein, mitochondrial",0.04779720975689954,0.055682333423782926,0.8583909261332158,0.39083759542880303,0.9865861851989831
PCOLCE,PCOC1,Procollagen C-endopeptidase enhancer 1,0.011768916611084894,0.031304698911803194,0.37594728651574777,0.7070184804714783,0.9865861851989831
ADGRF1,GPR110,Adhesion G-protein coupled receptor F1,-0.03330833482638701,0.030796309701290884,-1.0815690304929888,0.2796481119662394,0.9865861851989831
UROS,HEM4,Uroporphyrinogen-III synthase,0.030170061691854967,0.041872764071473965,0.7205175574355855,0.47133815737475426,0.9865861851989831
LRCH4,LRCH4,Leucine-rich repeat and calponin homology domain-containing protein 4:Calponin Homology,-0.03089869701665321,0.03312564248928614,-0.9327727613629473,0.3511134927011623,0.9865861851989831
QDPR,DHPR,Dihydropteridine reductase,-0.03272045412322261,0.051729972990086456,-0.6325240906175065,0.5271576188816693,0.9865861851989831
MADCAM1,MAdCAM-1,Mucosal addressin cell adhesion molecule 1,-0.017037945520237695,0.03702457586123699,-0.4601793571948959,0.6454657683148042,0.9865861851989831
SUN5,SPA4L,SUN domain-containing protein 5,-0.031774362679080084,0.037700024456905463,-0.8428207444640003,0.3994864088478609,0.9865861851989831
TRABD,TRABD,TraB domain-containing protein,0.017786793813583765,0.03447659678615998,0.5159092100622866,0.6060070617008494,0.9865861851989831
CASQ1,CASQ1,Calsequestrin-1,0.0031260825522159167,0.012572227225688884,0.24864986100699638,0.8036715863471362,0.9865861851989831
XDH,XDH,Xanthine dehydrogenase/oxidase,-0.04157612125566451,0.041820928746591005,-0.9941462923406155,0.32033983817767725,0.9865861851989831
ALDH1A1,Retinal dehydrogenase 1,Retinal dehydrogenase 1,-0.045761036789234016,0.05463012983162902,-0.8376519867382761,0.40238280666743387,0.9865861851989831
SELPLG,SELPL,P-selectin glycoprotein ligand 1:Extracellular domain,0.012194228624162843,0.03451560581823443,0.3532960912921508,0.7239247421121815,0.9865861851989831
CHCHD10,CHC10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",-0.017031295730376168,0.028904777611704242,-0.5892207841612933,0.555817313766628,0.9865861851989831
GSTT2B,GSTT2,Glutathione S-transferase theta-2B,-0.026447418721647235,0.03269938644044974,-0.8088047391901914,0.41877800894113826,0.9865861851989831
LRP1B,LRP1B,Low-density lipoprotein receptor-related protein 1B,-0.02556862760466093,0.03698239050830492,-0.6913730360107232,0.48945671155350845,0.9865861851989831
GABBR1,GABR1,Gamma-aminobutyric acid type B receptor subunit 1,-0.03240199709413263,0.045528016213672605,-0.711693585375282,0.47678442650951103,0.9865861851989831
GAD1,DCE1,Glutamate decarboxylase 1,0.011333621352176063,0.03815574085808745,0.2970358089580588,0.7664874402846426,0.9865861851989831
GRB7,GRB7,Growth factor receptor-bound protein 7,0.012156066023774083,0.022404372852598702,0.5425755991364021,0.5875166436921386,0.9865861851989831
DCAF5,DCAF5,DDB1- and CUL4-associated factor 5,-0.010420912802483945,0.027887129298829694,-0.3736818046352755,0.7087030436028161,0.9865861851989831
LAIR1,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,0.020002334741713274,0.022431410364558615,0.8917109720981586,0.37271572483859283,0.9865861851989831
VIMP,SELS,Selenoprotein S,0.03526319925515014,0.05114878803356964,0.6894239455293921,0.49068167222286474,0.9865861851989831
NT5C2,5NTC,Cytosolic purine 5'-nucleotidase,-0.05505379977178076,0.05974596468868373,-0.9214647392279584,0.3569817539848077,0.9865861851989831
SCARA3,SCAR3,Scavenger receptor class A member 3:region 2,0.004889370046024081,0.020579047804976307,0.23758971223351555,0.8122374128251028,0.9865861851989831
NOTCH2,NOTC2,Neurogenic locus notch homolog protein 2,-0.038401726561706775,0.05624639705079693,-0.6827410923232224,0.4948941948392702,0.9865861851989831
SORT1,SORT,Sortilin,-0.04767978475900328,0.049679346166259984,-0.9597506496851861,0.33736226036657035,0.9865861851989831
TNR,TENR,Tenascin-R,-0.019890280948610273,0.026211873578803203,-0.7588271356800292,0.44809589486110213,0.9865861851989831
MRE11A,MRE11,Double-strand break repair protein MRE11,0.013688757223875707,0.04338045965051536,0.31555122592420676,0.7523946833466786,0.9865861851989831
CHFR,CHFR,E3 ubiquitin-protein ligase CHFR,0.008483292054860337,0.02108363154239201,0.40236389247285614,0.6874835263643567,0.9865861851989831
PXDNL,PXDNL,Peroxidasin-like protein,0.015316229678755424,0.043808840666633445,0.3496150422081558,0.7266852218318125,0.9865861851989831
CSNK2B,CSK2B,Casein kinase II subunit beta,0.018949885518858452,0.027364626057009064,0.6924956869273463,0.48875189889857085,0.9865861851989831
FANCF,FANCF,Fanconi anemia group F protein,-0.03771639564900819,0.039295026740057415,-0.9598261861102141,0.33732425084244977,0.9865861851989831
BLK,BLK,Tyrosine-protein kinase BLK,-0.025223805532132645,0.03893916228611284,-0.6477747350288631,0.5172470080769148,0.9865861851989831
PLXDC2,PXDC2,Plexin domain-containing protein 2:Cytoplasmic domain,-0.1048647456382843,0.09628747437024406,-1.0890798239764703,0.2763240064085019,0.9865861851989831
