gene,target,beta,se,ci_lower,ci_upper,p_value
BOLA2,BolA-like protein 2,-0.00630202361895262,0.011846643003753871,-0.029610005358179987,0.01700595812027475,0.5951214374779801
AXIN2,AXIN2,0.0363012531932834,0.02887223774986336,-0.020504171772355057,0.09310667815892186,0.20956817212519052
GHRL,ghrelin,0.00863052279964371,0.022125187760865833,-0.0349002455491475,0.052161291148434916,0.6967417135558844
TNFRSF10B,TRAIL R2,-0.02741511806404949,0.01185299239021627,-0.05073559206658504,-0.004094644061513938,0.02136649817836101
ARL8B,ARL8B,-0.04649786378552421,0.022726959797435494,-0.09121260396794784,-0.001783123603100574,0.04158771872708816
CDCP1,CDCP1,-0.0592613277655325,0.021144681608508645,-0.10086297412701475,-0.017659681404050255,0.005380323782081553
LRRTM4,LRRT4,-0.008449871746939053,0.02631611813655631,-0.06022619359438927,0.04332645010051116,0.7483529297685285
G6B,G6B,0.02376036944187939,0.019414238460272137,-0.01443667214784708,0.06195741103160586,0.22191274973861042
TRAPPC5,TPPC5,-0.04848291232698435,0.02236210938089086,-0.09247981819603524,-0.00448600645793347,0.030896046784953245
GPC1,Glypican 1,0.06289587671354663,0.020412548947744844,0.022734683540564057,0.1030570698865292,0.002242162125822453
GALNT11,GLT11,-0.06224930182358472,0.03813001125105457,-0.13726917080034878,0.01277056715317934,0.10355571438175734
NOG,Noggin,0.006518653964355111,0.01695771501255378,-0.026845237538611726,0.03988254546732194,0.7009350087223709
FAM175A,F175A,0.021312865759744358,0.01872123783114191,-0.015520713961170655,0.05814644548065937,0.2557995535357044
FAM171B,F171B,0.03495419960167668,0.011684707588300574,0.01196482185052624,0.05794357735282712,0.0029943536981259936
ESRP1,ESRP1,-0.04505329022520592,0.03457832162867,-0.11308529632505951,0.02297871587464767,0.19354275321084485
C1S,C1s,0.009893027330491107,0.046527538147201765,-0.08164877140207369,0.1014348260630559,0.8317542960702367
GRAMD1C,GRM1C,0.027661744873239098,0.0346800069246684,-0.04057032457127065,0.09589381431774884,0.4256834563839248
CENPW,CENPW,0.03286490428040592,0.01818165104542999,-0.002907051574227597,0.06863686013503945,0.07161870623267015
PAEP,Glycodelin,0.035882490915365405,0.027653390228562377,-0.018524881221266234,0.09028986305199704,0.19537508356485872
NRXN2,NRX2B,0.02145208038831513,0.02426132159063045,-0.026281479272826987,0.06918564004945724,0.3772534943353546
CACNA2D3,CA2D3,-0.0890016200258622,0.029986199285902376,-0.14799873719763634,-0.030004502854088066,0.003224839601387662
NEO1,NEO1,0.05317649086722178,0.04825917992407414,-0.04177227090976287,0.14812525264420642,0.2713437503245398
GNPDA1,GNPI1,4.7981168741592504e-4,0.013543720808710608,-0.02616712932284254,0.027126752697674394,0.9717616533656261
GALNT16,GLTL1,-0.07020681380502473,0.026750530231744674,-0.12283783087531076,-0.017575796734738705,0.009097822990687052
CALY,CALY,-0.03260612619980415,0.02311653156016707,-0.07808733934245704,0.01287508694284873,0.15936930929538803
C7orf73,CG073,0.0010940156750425414,0.018930681720636885,-0.03615163980017643,0.03833967115026151,0.9539518271832466
G0S2,G0S2,0.01960166382189227,0.011609440530418631,-0.003239627825024103,0.04244295546880865,0.09231319625179528
ABCC6,MRP6,-0.1358228391591478,0.03644152674295248,-0.2075206559672645,-0.06412502235103111,2.2928075143593211e-4
SCARF2,SREC-II,0.06281355547518024,0.03662396131929287,-0.009243196921068744,0.13487030787142923,0.0873051270523084
ERLEC1,XTP3B,-0.02008362009744425,0.02269585086658211,-0.0647371542156666,0.0245699140207781,0.37687980465682736
ADAM17,ADAM 17,-0.015065681752941913,0.021262626814195613,-0.056899382435594316,0.026768018929710487,0.4791230957486089
ERAP2,LRAP,-0.01884591803688594,0.010381351887392708,-0.0392709751727488,0.0015791390989769206,0.07041299995812798
RPS6KB1,KS6B1,0.028434568347059305,0.022096027280231183,-0.015038827465906839,0.07190796416002546,0.19908081700328104
MAP4K3,M4K3,-0.011668003514320811,0.0182589563121998,-0.04759205559956125,0.024256048570919626,0.5232654964343202
TMEM2,TMEM2,0.011515566356731859,0.01479548956387633,-0.017594199208794542,0.040625331922258257,0.4369632874376844
RIPK2,RIPK2,-0.06094489736239699,0.031882395241464474,-0.12367273391958972,0.0017829391947957254,0.056834994652525374
SLAMF8,SLAMF8,-0.037230825245465185,0.011154974096915894,-0.05917796524707436,-0.015283685243856013,9.456327886218338e-4
CEACAM3,CEAM3,0.08660173012876574,0.05044572867745207,-0.012649013095580336,0.1858524733531118,0.08700520572240596
SLC3A1,SLC31,0.01446022139966826,0.019214478438020058,-0.023343797208830216,0.052264240008166735,0.4522674044584315
SERPINA11,SPA11,0.01583401585270462,0.032882499664070246,-0.0488615018114506,0.08052953351685985,0.6304698185874941
NLGN2,NLGN2,-0.018050014975732165,0.017245320405359647,-0.05197976308816198,0.015879733136697653,0.2960530734832127
C17orf67,CQ067,-0.0015415641695959777,0.011266075340445417,-0.023707293163426065,0.02062416482423411,0.8912501312961086
NHLRC3,NHLC3,0.016813240085929205,0.012637038949296561,-0.008049826436357026,0.04167630660821543,0.18431874844006757
LYSMD4,LYSM4,-0.007048430483356219,0.018577230766580296,-0.043598679810162265,0.02950181884344983,0.7046357249541085
JPH4,JPH4,0.019176654568197938,0.02301984206630631,-0.026114324348896895,0.06446763348529277,0.4054443386713825
UMODL1,UROL1,0.005804247185149036,0.016682147506232824,-0.027017471956987994,0.038625966327286064,0.7281224341268431
DOS,DOS,0.02295286791132134,0.017831878774368037,-0.012130919514144793,0.05803665533678747,0.19897000968368675
IL17A,IL-17,0.09195687953821444,0.018068333805227307,0.05640787259531456,0.12750588648111433,6.167837301347073e-7
IFNGR2,INGR2,0.018676836416757454,0.02307377677666148,-0.02672025773008393,0.06407393056359884,0.41886927886920367
CD63,CD63,0.025442424406294642,0.012578227641069323,6.950677013622536e-4,0.05018978111122703,0.043939662595645516
UBE2G2,UB2G2,-0.06613646650865825,0.03577548626085412,-0.13652386488098553,0.0042509318636690385,0.06543896624859963
POMC,Corticotropin-lipotropin,-0.08522522134868712,0.01613776128018307,-0.11697587384250581,-0.05347456885486844,2.3899458118623003e-7
SERPINF1,PEDF,0.21582206493457137,0.08394988008354003,0.05065271937587987,0.3809914104932629,0.010601080253658263
PLXNB2,PLXB2,-0.043077948628638785,0.03914096785020556,-0.12008685010555468,0.033930952848277116,0.27191249310772475
TMUB2,TMUB2,-0.02229469738902468,0.013239049972308578,-0.04834220594495128,0.003752811166901921,0.09316401319002944
IMPAD1,IMPA3,0.03908641930654536,0.025481045092636448,-0.011046916654317604,0.08921975526740833,0.12604157644846684
TFPI2,TFPI -2,0.057274614089916666,0.01736944674236799,0.023100650430902814,0.09144857774893052,0.0010865440779827735
SIRPG,SIRPG,0.048720125234414983,0.023629880422355604,0.002228910701330057,0.0952113397674999,0.04004146451877992
MYDGF,CS010,0.03423741484182146,0.01769338889618114,-5.738971194287623e-4,0.06904872680307168,0.0538747039068402
SPR,SPRE,0.037146612401054754,0.018846672332329478,6.624335237637863e-5,0.07422698144973314,0.04959458130589369
DEFB118,DB118,-0.01063718901285757,0.014679082222361481,-0.03951792596753781,0.018243547941822674,0.46920161920808545
AZGP1,AZGP1,-0.01823861937772139,0.046603190214814925,-0.10992926171179453,0.07345202295635174,0.6957941625688524
PSG5,PSG5,0.01353197546600725,0.011050794288636317,-0.008210193298753882,0.035274144230768384,0.22166339357773898
MUL1,MUL1,0.018957038366714307,0.0063417427538588035,0.00647981386902491,0.031434262864403706,0.003015404902426339
LYPD1,LYPD1,-0.025656500476243096,0.02330391341682801,-0.07150638286063236,0.02019338190814617,0.27175262738314987
ERP27,ERP27,-8.967130237594599e-4,0.010640983904021148,-0.021832589832383367,0.020039163784864446,0.9328951576005953
PSG9,PSG9,-0.006936538671967465,0.011308407807781438,-0.02918555576482542,0.015312478420890488,0.5400540135015661
TAC1,TKN1,0.010506080685434396,0.01064221131449547,-0.010432211023420146,0.03144437239428894,0.3242933715481967
IL2RB,IL-2 sRb,0.040983292486299304,0.024286222803988986,-0.006799259705981088,0.0887658446785797,0.09248856251745936
C1RL,C1RL1,0.11706000278687487,0.027747316130965913,0.06246783372360601,0.17165217185014373,3.209898859129182e-5
FSTL4,FSTL4,-0.0664795943919138,0.022951556964114193,-0.11163622403263972,-0.021322964751187876,0.00403568099064004
EDIL3,EDIL3,-0.014489103004300419,0.021290638053983006,-0.05637791511938569,0.027399709110784855,0.49666017649416194
PCSK1N,PCSK1,-0.009577379727915142,0.017377252851438957,-0.04376670171651003,0.024611942260679746,0.5819227679869845
DCBLD1,DCBD1,0.039264530341126716,0.012498942976274106,0.014673164284233785,0.06385589639801964,0.0018398756603694947
CDK2AP1,CDKA1,0.00706802707605474,0.016831855472209622,-0.026048238844954445,0.04018429299706393,0.674828607576283
LMAN2,"Lectin, mannose-binding 2",-0.061088261941139255,0.04740927724213219,-0.15436486087971085,0.03218833699743233,0.19850125877357203
APOL1,Apo L1,0.04621236472275478,0.025088991940865186,-0.0031496162053452695,0.09557434565085482,0.06641817728526524
SPATA31D4,S31D4,-0.021646651745496383,0.014537345351711951,-0.05024852485732868,0.006955221366335914,0.13747167834218688
COG8,COG8,-0.015930613863451074,0.01872982028113369,-0.05278107934581115,0.020919851618909007,0.39566238291921174
VCAN,CSPG2,-0.018200896247866413,0.014862282087777536,-0.04744207447830665,0.011040281982573827,0.22162139432047467
MNX1,MNX1,-0.025375458881820134,0.02007718014051771,-0.0648768220901216,0.014125904326481337,0.20719612334139673
MANSC4,MANS4,0.02001926520283608,0.009870897126420976,5.985153837093429e-4,0.039440015021962815,0.04338494821153558
LAMC2,Laminin gamma-2,-0.05697789715638701,0.022569926604819907,-0.10138367835483714,-0.012572115957936884,0.012073933425993888
COX7A2L,COX7R,-0.012113799627908529,0.005062569467953342,-0.022074281823179893,-0.002153317432637164,0.01730130853954561
NUP210L,P210L,-0.0030024291542880385,0.011863248134532942,-0.026343081084121596,0.02033822277554552,0.8003653376499248
MMP16,MMP-16,0.0633410272095748,0.02127641979490041,0.02148018917313406,0.10520186524601553,0.00313451973921478
CCNB1IP1,CIP1,0.01644928183398185,0.010194943629296849,-0.003609021591622106,0.036507585259585806,0.10763643631519339
CD96,TACT,0.04469808059695775,0.02318903439912041,-9.257801164737067e-4,0.0903219413103892,0.05480406951834304
PAICS,Multifunctional protein ADE2,0.013350412314248163,0.015877449551555522,-0.017888083189996767,0.04458890781849309,0.40107074253509156
EIF1AX,IF1AX,0.05506192359278686,0.026923575295830046,0.002090444571171045,0.10803340261440267,0.041668479520198365
FBP2,F16P2,-0.018223487577994635,0.014677153523776425,-0.047100429865157105,0.010653454709167835,0.21529368602769547
WARS,SYWC,0.0030441442230044703,0.03561171327056161,-0.06702103477747992,0.07310932322348887,0.931932530711622
CTNNA2,CTNA2,-0.03907802975149268,0.01681639260088788,-0.07216387284957312,-0.005992186653412231,0.0207678797702919
PCDHB1,PCDB1,-0.08178110620997632,0.023885220766617598,-0.12877469665490907,-0.03478751576504357,6.983723427526498e-4
NXT1,NXT1,-0.01616613426562645,0.01887427990313294,-0.053300820537837905,0.020968552006585005,0.39235908507215567
LAG3,LAG-3,0.0037314286913937567,0.019281046600472848,-0.03420356115633019,0.041666418539117706,0.846669167320365
PRSS35,PRS35,-0.03481316114597235,0.020865957953365242,-0.0758664255006435,0.006240103208698805,0.0962199416933712
YIPF6,YIPF6,-0.061051677206682434,0.02295023879934916,-0.10620571339031988,-0.015897641023044987,0.008207189606372357
ATP4B,ATP4B,-0.03448502423191513,0.016340833452187314,-0.06663521628097493,-0.002334832182855323,0.03561054676656036
