source,pathway,pathway_clean,NES,padj,size
Reactome,REACTOME_NEURONAL_SYSTEM,NEURONAL SYSTEM,-1.409587780963636,0.4236181956145536,111
Reactome,REACTOME_SIGNALING_BY_RETINOIC_ACID,SIGNALING BY RETINOIC ACID,-1.5910284797556729,0.4236181956145536,15
Reactome,REACTOME_DEVELOPMENTAL_LINEAGE_OF_PANCREATIC_ACINAR_CELLS,DEVELOPMENTAL LINEAGE OF PANCREATIC ACINAR CELLS,-1.581810265690457,0.5071591608509297,17
Reactome,REACTOME_GLUTATHIONE_CONJUGATION,GLUTATHIONE CONJUGATION,-1.5786635081647373,0.5185587693020587,18
Reactome,REACTOME_GLYCOSPHINGOLIPID_METABOLISM,GLYCOSPHINGOLIPID METABOLISM,-1.5354097125045256,0.5185587693020587,26
Reactome,REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,MITOCHONDRIAL PROTEIN IMPORT,-1.5635125596260688,0.5185587693020587,16
Reactome,REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_EXOCRINE_PANCREAS,DEVELOPMENTAL CELL LINEAGES OF THE EXOCRINE PANCREAS,-1.437517392318321,0.6269432171494027,42
Reactome,REACTOME_TP53_REGULATES_METABOLIC_GENES,TP53 REGULATES METABOLIC GENES,-1.4678658756484941,0.6269432171494027,38
Reactome,REACTOME_GLYCOSPHINGOLIPID_CATABOLISM,GLYCOSPHINGOLIPID CATABOLISM,-1.4823569957728493,0.6798521256931608,16
Reactome,REACTOME_KERATINIZATION,KERATINIZATION,-1.4169604759295291,0.6798521256931608,37
Reactome,REACTOME_NERVOUS_SYSTEM_DEVELOPMENT,NERVOUS SYSTEM DEVELOPMENT,-1.3230744439955777,0.6798521256931608,224
Reactome,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,DOWNSTREAM SIGNALING OF ACTIVATED FGFR2,1.4212651812027004,0.6842604518292221,26
Reactome,REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,DETOXIFICATION OF REACTIVE OXYGEN SPECIES,1.4251772420526512,0.6886555410420956,24
Reactome,REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,CASPASE ACTIVATION VIA EXTRINSIC APOPTOTIC SIGNALLING PATHWAY,-1.5085776724679982,0.6935542910385677,18
Reactome,REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM,DISEASES OF CARBOHYDRATE METABOLISM,-1.4602865714596018,0.6935542910385677,17
Reactome,REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,IMMUNOREGULATORY INTERACTIONS BETWEEN A LYMPHOID AND A NON LYMPHOID CELL,1.3295855228206566,0.6935542910385677,100
Reactome,REACTOME_NETRIN_1_SIGNALING,NETRIN 1 SIGNALING,-1.418321297547077,0.6935542910385677,29
Reactome,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,NON INTEGRIN MEMBRANE ECM INTERACTIONS,-1.42179531573309,0.6935542910385677,31
Reactome,REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2,PHOSPHOLIPASE C MEDIATED CASCADE FGFR2,1.4764758726746054,0.6935542910385677,18
Reactome,REACTOME_ADIPOGENESIS,ADIPOGENESIS,1.406704698263677,0.6961041229909154,24
Reactome,REACTOME_DRUG_ADME,DRUG ADME,-1.4098966343214123,0.7144522144522144,41
Reactome,REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION,FGFR2 LIGAND BINDING AND ACTIVATION,1.4313026543489262,0.7144522144522144,19
Reactome,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,INTRINSIC PATHWAY FOR APOPTOSIS,-1.422470965799299,0.7144522144522144,32
Reactome,REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION,COMMON PATHWAY OF FIBRIN CLOT FORMATION,1.4586935397576763,0.7484460559419861,17
Reactome,REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE,DEFECTIVE B4GALT7 CAUSES EDS PROGEROID TYPE,-1.4150008864797707,0.7553912507701785,16
Reactome,REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE,FORMATION OF THE CORNIFIED ENVELOPE,-1.3753175719142432,0.7553912507701785,36
Reactome,REACTOME_GPCR_LIGAND_BINDING,GPCR LIGAND BINDING,1.2514509875323183,0.7553912507701785,133
Reactome,REACTOME_PI_3K_CASCADE_FGFR2,PI 3K CASCADE FGFR2,1.3947589433244916,0.7553912507701785,21
Reactome,REACTOME_SPHINGOLIPID_METABOLISM,SPHINGOLIPID METABOLISM,-1.365738340906216,0.7553912507701785,37
Reactome,REACTOME_G_PROTEIN_MEDIATED_EVENTS,G PROTEIN MEDIATED EVENTS,-1.3970916322924423,0.7683943563432836,17
Reactome,REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,TRANSMISSION ACROSS CHEMICAL SYNAPSES,-1.3108563736091612,0.7808917197452229,71
Reactome,REACTOME_SIGNALING_BY_INTERLEUKINS,SIGNALING BY INTERLEUKINS,1.186546073256001,0.7844336741628583,296
Reactome,REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS,UPTAKE AND ACTIONS OF BACTERIAL TOXINS,-1.3888744151172308,0.8005597014925373,21
Reactome,REACTOME_SIGNALING_BY_NOTCH1_PEST_DOMAIN_MUTANTS_IN_CANCER,SIGNALING BY NOTCH1 PEST DOMAIN MUTANTS IN CANCER,-1.3804412237207644,0.8195187165775402,19
Reactome,REACTOME_RSV_HOST_INTERACTIONS,RSV HOST INTERACTIONS,-1.3508256028291648,0.8295809650353092,40
Reactome,REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,ACTIVATION OF BH3 ONLY PROTEINS,-1.3637100172928576,0.8518784742188997,20
Reactome,REACTOME_AUTOPHAGY,AUTOPHAGY,1.287881671243243,0.8518784742188997,46
Reactome,REACTOME_COLLAGEN_DEGRADATION,COLLAGEN DEGRADATION,1.2924295136763884,0.8518784742188997,38
Reactome,REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE,EPHA MEDIATED GROWTH CONE COLLAPSE,-1.3614105479838536,0.8518784742188997,18
Reactome,REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK,RETROGRADE TRANSPORT AT THE TRANS GOLGI NETWORK,-1.3588790225626,0.8518784742188997,16
Reactome,REACTOME_DEVELOPMENTAL_CELL_LINEAGES,DEVELOPMENTAL CELL LINEAGES,-1.2727033204219826,0.8870284237726098,78
Reactome,REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,ANTIGEN ACTIVATES B CELL RECEPTOR BCR LEADING TO GENERATION OF SECOND MESSENGERS,-1.3334049254445566,0.9340895897832818,18
Reactome,REACTOME_L1CAM_INTERACTIONS,L1CAM INTERACTIONS,-1.299565913778735,0.9404887957300603,46
Reactome,REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING,INTERLEUKIN 20 FAMILY SIGNALING,-1.3307400796808242,0.9432412031122982,21
Reactome,REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE,SIGNALING BY FGFR2 IN DISEASE,1.3139179305569741,0.9432412031122982,26
Reactome,REACTOME_SARS_COV_2_INFECTION,SARS COV 2 INFECTION,-1.2260631015408718,0.9607778637770897,111
Reactome,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1,DOWNSTREAM SIGNALING OF ACTIVATED FGFR1,1.3170739693391862,0.969450337512054,27
Reactome,REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES,EPIGENETIC REGULATION OF GENE EXPRESSION BY MLL3 AND MLL4 COMPLEXES,1.317919755682576,0.969450337512054,20
Reactome,REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN,MATURATION OF SARS COV 2 SPIKE PROTEIN,-1.3068773152555782,0.969450337512054,17
Reactome,REACTOME_PROTEIN_LOCALIZATION,PROTEIN LOCALIZATION,-1.2538060695240834,0.969450337512054,54
Reactome,REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21,SCF SKP2 MEDIATED DEGRADATION OF P27 P21,1.3064337318118633,0.969450337512054,27
Reactome,REACTOME_SENSORY_PROCESSING_OF_SOUND,SENSORY PROCESSING OF SOUND,-1.313044010141883,0.9696049931600547,18
Reactome,REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,ASPARAGINE N LINKED GLYCOSYLATION,-1.200828918609705,0.9740466101694917,108
Reactome,REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,CHONDROITIN SULFATE DERMATAN SULFATE METABOLISM,-1.2854019280333104,0.9740466101694917,21
Reactome,REACTOME_CHROMATIN_ORGANIZATION,CHROMATIN ORGANIZATION,-1.260584525573062,0.9740466101694917,36
Reactome,REACTOME_FRS_MEDIATED_FGFR2_SIGNALING,FRS MEDIATED FGFR2 SIGNALING,1.2841443611032353,0.9740466101694917,23
Reactome,REACTOME_HIGH_LAMINAR_FLOW_SHEAR_STRESS_ACTIVATES_SIGNALING_BY_PIEZO1_AND_PECAM1_CDH5_KDR_IN_ENDOTHELIAL_CELLS,HIGH LAMINAR FLOW SHEAR STRESS ACTIVATES SIGNALING BY PIEZO1 AND PECAM1 CDH5 KDR IN ENDOTHELIAL CELLS,-1.2869723793081391,0.9740466101694917,20
Reactome,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,MHC CLASS II ANTIGEN PRESENTATION,-1.2680904091650758,0.9740466101694917,35
Reactome,REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR1,PHOSPHOLIPASE C MEDIATED CASCADE FGFR1,1.2980776393281308,0.9740466101694917,16
Reactome,REACTOME_PLATELET_HOMEOSTASIS,PLATELET HOMEOSTASIS,-1.3102736104891703,0.9740466101694917,24
Reactome,REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES,PROTEIN PROTEIN INTERACTIONS AT SYNAPSES,-1.2511978281536331,0.9740466101694917,43
Reactome,REACTOME_RHOU_GTPASE_CYCLE,RHOU GTPASE CYCLE,-1.2876882310010607,0.9740466101694917,16
Reactome,REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,ACTIVATION OF MATRIX METALLOPROTEINASES,1.2399734642195377,0.9751484728506787,28
Reactome,REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,BIOSYNTHESIS OF THE N GLYCAN PRECURSOR DOLICHOL LIPID LINKED OLIGOSACCHARIDE LLO AND TRANSFER TO A NASCENT PROTEIN,-1.2736799714772504,0.9751484728506787,28
Reactome,REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS,CLASS B 2 SECRETIN FAMILY RECEPTORS,-1.2658528220615597,0.9751484728506787,34
Reactome,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3,DOWNSTREAM SIGNALING OF ACTIVATED FGFR3,1.2996904385692292,0.9751484728506787,21
Reactome,REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION,FGFR1 LIGAND BINDING AND ACTIVATION,1.2906380995956626,0.9751484728506787,17
Reactome,REACTOME_PEROXISOMAL_PROTEIN_IMPORT,PEROXISOMAL PROTEIN IMPORT,-1.2810227778528582,0.9751484728506787,25
Reactome,REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_RSV_ATTACHMENT_AND_ENTRY,RESPIRATORY SYNCYTIAL VIRUS RSV ATTACHMENT AND ENTRY,-1.2764281118685976,0.9751484728506787,18
Reactome,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,SYNTHESIS OF SUBSTRATES IN N GLYCAN BIOSYTHESIS,-1.2736799714772504,0.9751484728506787,28
Reactome,REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,ABC FAMILY PROTEINS MEDIATED TRANSPORT,0.842845958565949,1,26
Reactome,REACTOME_ABC_TRANSPORTER_DISORDERS,ABC TRANSPORTER DISORDERS,0.8687354518146226,1,25
Reactome,REACTOME_ACTIVATION_OF_APC_C_AND_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS,ACTIVATION OF APC C AND APC C CDC20 MEDIATED DEGRADATION OF MITOTIC PROTEINS,0.8477020897154827,1,31
Reactome,REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,ACTIVATION OF NF KAPPAB IN B CELLS,0.6809537979711828,1,26
Reactome,REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,ACTIVATION OF NMDA RECEPTORS AND POSTSYNAPTIC EVENTS,-0.5413885559351317,1,35
Reactome,REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,ACTIVATION OF THE MRNA UPON BINDING OF THE CAP BINDING COMPLEX AND EIFS AND SUBSEQUENT BINDING TO 43S,0.6288688088433569,1,19
Reactome,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,ADAPTIVE IMMUNE SYSTEM,0.8493090796979305,1,347
Reactome,REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,ADHERENS JUNCTIONS INTERACTIONS,-0.7833811463217464,1,72
Reactome,REACTOME_AEROBIC_RESPIRATION_AND_RESPIRATORY_ELECTRON_TRANSPORT,AEROBIC RESPIRATION AND RESPIRATORY ELECTRON TRANSPORT,-1.1776366878204831,1,55
Reactome,REACTOME_AMPK_INDUCED_ERAD_AND_LYSOSOME_MEDIATED_DEGRADATION_OF_PD_L1_CD274,AMPK INDUCED ERAD AND LYSOSOME MEDIATED DEGRADATION OF PD L1 CD274,0.8147927618193876,1,23
Reactome,REACTOME_AMYLOID_FIBER_FORMATION,AMYLOID FIBER FORMATION,-1.0723031138686585,1,30
Reactome,REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,ANTIGEN PROCESSING CROSS PRESENTATION,1.0656158794465318,1,53
Reactome,REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,ANTIGEN PROCESSING UBIQUITINATION PROTEASOME DEGRADATION,0.9000659896847706,1,71
Reactome,REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION,ANTIGEN PROCESSING UB ATP INDEPENDENT PROTEASOMAL DEGRADATION,0.45341992386260144,1,16
Reactome,REACTOME_ANTIMICROBIAL_MECHANISM_OF_IFN_STIMULATED_GENES,ANTIMICROBIAL MECHANISM OF IFN STIMULATED GENES,-0.8174440557124905,1,59
Reactome,REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION,ANTI INFLAMMATORY RESPONSE FAVOURING LEISHMANIA PARASITE INFECTION,-0.7704125153385263,1,33
Reactome,REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,APC C CDH1 MEDIATED DEGRADATION OF CDC20 AND OTHER APC C CDH1 TARGETED PROTEINS IN LATE MITOSIS EARLY G1,0.7964464361570828,1,30
Reactome,REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,APC C MEDIATED DEGRADATION OF CELL CYCLE PROTEINS,0.9793519800403943,1,36
Reactome,REACTOME_APOPTOSIS,APOPTOSIS,-1.013251118318,1,89
Reactome,REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,APOPTOTIC CLEAVAGE OF CELLULAR PROTEINS,0.5590689853867604,1,20
Reactome,REACTOME_APOPTOTIC_EXECUTION_PHASE,APOPTOTIC EXECUTION PHASE,0.7360986513389878,1,24
Reactome,REACTOME_ARACHIDONATE_METABOLISM,ARACHIDONATE METABOLISM,0.80093130811739,1,20
Reactome,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES,-1.1270124370428587,1,28
Reactome,REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,ASYMMETRIC LOCALIZATION OF PCP PROTEINS,-0.6605422629972233,1,23
Reactome,REACTOME_ATTENUATION_PHASE,ATTENUATION PHASE,1.0353743362056187,1,18
Reactome,REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,AUF1 HNRNP D0 BINDS AND DESTABILIZES MRNA,0.9140869966461406,1,23
Reactome,REACTOME_BACTERIAL_INFECTION_PATHWAYS,BACTERIAL INFECTION PATHWAYS,-1.069049564725238,1,55
Reactome,REACTOME_BASE_EXCISION_REPAIR,BASE EXCISION REPAIR,-1.1432685677117829,1,15
Reactome,REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,BETA CATENIN INDEPENDENT WNT SIGNALING,-0.9735062238192345,1,50
Reactome,REACTOME_BETA_DEFENSINS,BETA DEFENSINS,0.9461108520806001,1,23
Reactome,REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,BINDING AND UPTAKE OF LIGANDS BY SCAVENGER RECEPTORS,-1.0339837928799973,1,34
Reactome,REACTOME_CA2_PATHWAY,CA2 PATHWAY,-1.2392456721587652,1,16
Reactome,REACTOME_CARDIAC_CONDUCTION,CARDIAC CONDUCTION,-0.9010836575748139,1,29
Reactome,REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,CARGO RECOGNITION FOR CLATHRIN MEDIATED ENDOCYTOSIS,-0.7849254096642435,1,47
Reactome,REACTOME_CDC42_GTPASE_CYCLE,CDC42 GTPASE CYCLE,0.7847145269815222,1,31
Reactome,REACTOME_CDK_MEDIATED_PHOSPHORYLATION_AND_REMOVAL_OF_CDC6,CDK MEDIATED PHOSPHORYLATION AND REMOVAL OF CDC6,0.8492979467084664,1,27
Reactome,REACTOME_CELLULAR_RESPONSES_TO_MECHANICAL_STIMULI,CELLULAR RESPONSES TO MECHANICAL STIMULI,-1.1046680520413172,1,34
Reactome,REACTOME_CELLULAR_RESPONSES_TO_STIMULI,CELLULAR RESPONSES TO STIMULI,-0.6646639805994615,1,301
Reactome,REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,CELLULAR RESPONSE TO CHEMICAL STRESS,0.866948744260899,1,101
Reactome,REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,CELLULAR RESPONSE TO HEAT STRESS,0.7196296731510988,1,37
Reactome,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,CELLULAR RESPONSE TO HYPOXIA,0.9541560661502366,1,30
Reactome,REACTOME_CELLULAR_RESPONSE_TO_STARVATION,CELLULAR RESPONSE TO STARVATION,-0.6547396354489172,1,20
Reactome,REACTOME_CELLULAR_SENESCENCE,CELLULAR SENESCENCE,-0.48725466275793716,1,59
Reactome,REACTOME_CELL_CELL_COMMUNICATION,CELL CELL COMMUNICATION,-0.8927689253014455,1,99
Reactome,REACTOME_CELL_CYCLE,CELL CYCLE,-0.498175116573792,1,161
Reactome,REACTOME_CELL_CYCLE_CHECKPOINTS,CELL CYCLE CHECKPOINTS,0.6181501201848864,1,77
Reactome,REACTOME_CELL_CYCLE_MITOTIC,CELL CYCLE MITOTIC,-0.541548079708241,1,131
Reactome,REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE,CELL DEATH SIGNALLING VIA NRAGE NRIF AND NADE,-0.7794175512047758,1,25
Reactome,REACTOME_CELL_JUNCTION_ORGANIZATION,CELL JUNCTION ORGANIZATION,-0.8957649833997587,1,80
Reactome,REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,CELL SURFACE INTERACTIONS AT THE VASCULAR WALL,0.9600867328213518,1,88
Reactome,REACTOME_CHROMOSOME_MAINTENANCE,CHROMOSOME MAINTENANCE,-0.6693834135517892,1,15
Reactome,REACTOME_CILIUM_ASSEMBLY,CILIUM ASSEMBLY,-0.486191629806589,1,28
Reactome,REACTOME_CIRCADIAN_CLOCK,CIRCADIAN CLOCK,1.1175849487574976,1,39
Reactome,REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,CLASS I MHC MEDIATED ANTIGEN PROCESSING PRESENTATION,1.0634833667125265,1,111
Reactome,REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,CLATHRIN MEDIATED ENDOCYTOSIS,-0.8272266064987289,1,62
Reactome,REACTOME_CLEC7A_DECTIN_1_SIGNALING,CLEC7A DECTIN 1 SIGNALING,0.6041910851960445,1,44
Reactome,REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,COLLAGEN BIOSYNTHESIS AND MODIFYING ENZYMES,1.0624415067967072,1,32
Reactome,REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,COLLAGEN CHAIN TRIMERIZATION,-0.9233806971172652,1,18
Reactome,REACTOME_COLLAGEN_FORMATION,COLLAGEN FORMATION,1.0144551289356813,1,44
Reactome,REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,CONSTITUTIVE SIGNALING BY ABERRANT PI3K IN CANCER,-0.9963617252475332,1,66
Reactome,REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS,CONSTITUTIVE SIGNALING BY LIGAND RESPONSIVE EGFR CANCER VARIANTS,0.8879233187577272,1,15
Reactome,REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,COPII MEDIATED VESICLE TRANSPORT,-0.9651183808210702,1,27
Reactome,REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,COPI DEPENDENT GOLGI TO ER RETROGRADE TRAFFIC,0.9892671350476612,1,23
Reactome,REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT,COPI MEDIATED ANTEROGRADE TRANSPORT,-0.790316120406695,1,31
Reactome,REACTOME_CO_INHIBITION_BY_PD_1,CO INHIBITION BY PD 1,0.7448733435730858,1,67
Reactome,REACTOME_CO_STIMULATION_BY_CD28,CO STIMULATION BY CD28,-0.9332900115933512,1,22
Reactome,REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING,CREB1 PHOSPHORYLATION THROUGH NMDA RECEPTOR MEDIATED ACTIVATION OF RAS SIGNALING,0.6070846171258525,1,16
Reactome,REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,CROSS PRESENTATION OF SOLUBLE EXOGENOUS ANTIGENS ENDOSOMES,-0.7242152494336983,1,23
Reactome,REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,CYCLIN A CDK2 ASSOCIATED EVENTS AT S PHASE ENTRY,0.9892742977742445,1,38
Reactome,REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1,CYCLIN D ASSOCIATED EVENTS IN G1,0.9573047591784775,1,21
Reactome,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,CYTOKINE SIGNALING IN IMMUNE SYSTEM,0.9622504188272931,1,438
Reactome,REACTOME_CYTOPROTECTION_BY_HMOX1,CYTOPROTECTION BY HMOX1,-0.7185324086141374,1,23
Reactome,REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,CYTOSOLIC SENSORS OF PATHOGEN ASSOCIATED DNA,0.9730619285538287,1,20
Reactome,REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,C TYPE LECTIN RECEPTORS CLRS,1.0281867508595777,1,63
Reactome,REACTOME_DAP12_INTERACTIONS,DAP12 INTERACTIONS,1.1858503542909484,1,29
Reactome,REACTOME_DAP12_SIGNALING,DAP12 SIGNALING,1.1685390692211415,1,19
Reactome,REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,DDX58 IFIH1 MEDIATED INDUCTION OF INTERFERON ALPHA BETA,-0.7601591461075342,1,46
Reactome,REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,DEADENYLATION DEPENDENT MRNA DECAY,-0.6385598972029255,1,16
Reactome,REACTOME_DEATH_RECEPTOR_SIGNALING,DEATH RECEPTOR SIGNALING,-1.0085008045229984,1,64
Reactome,REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,DECTIN 1 MEDIATED NONCANONICAL NF KB SIGNALING,1.031765886542993,1,25
Reactome,REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS,DEFECTIVE INTRINSIC PATHWAY FOR APOPTOSIS,-1.1699356625541857,1,16
Reactome,REACTOME_DEFENSINS,DEFENSINS,1.0638434858276749,1,28
Reactome,REACTOME_DEGRADATION_OF_AXIN,DEGRADATION OF AXIN,0.8667353930103038,1,23
Reactome,REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,DEGRADATION OF BETA CATENIN BY THE DESTRUCTION COMPLEX,0.9426726476943112,1,27
Reactome,REACTOME_DEGRADATION_OF_CRY_AND_PER_PROTEINS,DEGRADATION OF CRY AND PER PROTEINS,0.8529968481280372,1,22
Reactome,REACTOME_DEGRADATION_OF_DVL,DEGRADATION OF DVL,1.1157755158132756,1,23
Reactome,REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,DEGRADATION OF GLI1 BY THE PROTEASOME,0.9135922644858179,1,24
Reactome,REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,DEGRADATION OF THE EXTRACELLULAR MATRIX,1.0897559163482204,1,81
Reactome,REACTOME_DENGUE_VIRUS_ATTACHMENT_AND_ENTRY,DENGUE VIRUS ATTACHMENT AND ENTRY,-1.1142317914340611,1,27
Reactome,REACTOME_DENGUE_VIRUS_GENOME_TRANSLATION_AND_REPLICATION,DENGUE VIRUS GENOME TRANSLATION AND REPLICATION,-0.6041711136521376,1,42
Reactome,REACTOME_DENGUE_VIRUS_HOST_INTERACTIONS,DENGUE VIRUS HOST INTERACTIONS,0.7406808328812337,1,75
Reactome,REACTOME_DENGUE_VIRUS_INFECTION,DENGUE VIRUS INFECTION,-0.698415940143362,1,130
Reactome,REACTOME_DEUBIQUITINATION,DEUBIQUITINATION,0.6894277541680336,1,79
Reactome,REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_INTEGUMENTARY_SYSTEM,DEVELOPMENTAL CELL LINEAGES OF THE INTEGUMENTARY SYSTEM,0.9056239731143264,1,39
Reactome,REACTOME_DEVELOPMENTAL_LINEAGES_OF_THE_MAMMARY_GLAND,DEVELOPMENTAL LINEAGES OF THE MAMMARY GLAND,0.675279799171654,1,23
Reactome,REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_LUMINAL_EPITHELIAL_CELLS,DEVELOPMENTAL LINEAGE OF MAMMARY GLAND LUMINAL EPITHELIAL CELLS,-1.0776237550188958,1,16
