gene,target,full_name,beta,se,t_stat,p_value,FDR
NRP2,Neuropilin-2,Neuropilin-2,0.004053333028645029,0.011500668557237793,0.35244325218764067,0.7245638911652282,0.9812991032576734
FCGR3A,FcRIIIa,Low affinity immunoglobulin gamma Fc region receptor III-A,0.12035511819102308,0.23005608184769366,0.5231555593940046,0.6009565528587151,0.9812991032576734
FXN,FRDA,"Frataxin, mitochondrial",-0.03409082225857823,0.04381996578840048,-0.7779746434124867,0.4367277355709823,0.9812991032576734
GAL,Galanin,Galanin,0.0056199331516198665,0.021178948585026506,0.26535468127974743,0.7907789722615953,0.9812991032576734
GAS6,GAS-6,Growth arrest-specific protein 6,-0.008367636601919071,0.02371822949952039,-0.352793474828645,0.724301360735989,0.9812991032576734
UNC5B,UNC5B,Netrin receptor UNC5B,-0.02503782894249369,0.026928515794662263,-0.9297886721055996,0.3526558249680024,0.9812991032576734
GSTM1,GST M1-1,Glutathione S-transferase Mu 1,-0.04987577484710194,0.051329891849518416,-0.9716711461874994,0.3313977518218577,0.9812991032576734
ID1,ID-1,DNA-binding protein inhibitor ID-1,-0.029003809289746014,0.04389115202005377,-0.6608122128235376,0.5088516606827669,0.9812991032576734
IFNA4,IFNA4,Interferon alpha-4,-0.021269121286466033,0.033171749436767005,-0.6411817780973499,0.521519370928527,0.9812991032576734
BIRC7,KIAP,Baculoviral IAP repeat-containing protein 7,-0.0197077231862117,0.032868578263437115,-0.5995915925616563,0.5488845683146455,0.9812991032576734
LCAT,LCAT,Phosphatidylcholine-sterol acyltransferase,0.028904998625954182,0.04291325847363321,0.6735680219602529,0.5007075921364873,0.9812991032576734
LYG2,LYG2,Lysozyme g-like protein 2,-0.026869796129575324,0.03410056526368242,-0.7879574992908411,0.43086745796712145,0.9812991032576734
SERPINB5,Maspin,Serpin B5,0.00971527717534716,0.031087800996529982,0.312510916305453,0.7547031721238273,0.9812991032576734
MAPK10,MK10,Mitogen-activated protein kinase 10,-0.024041667558304287,0.1062439700877032,-0.22628736048227643,0.8210140572406655,0.9812991032576734
PMP2,MYP2,Myelin P2 protein,-0.020543519925879765,0.05578060215768467,-0.36829146927825995,0.712716810454209,0.9812991032576734
NEU1,NEUR1,Sialidase-1,-0.030847278814358416,0.030580034655017293,-1.0087391712388813,0.3132903874066851,0.9812991032576734
LOXL3,LOXL3,Lysyl oxidase homolog 3,-0.036577090789029876,0.06339286096769896,-0.5769906931265852,0.5640472023246483,0.9812991032576734
OPTC,OPT,Opticin,0.019013946708705532,0.021940916547784153,0.866597649523706,0.3863249144488823,0.9812991032576734
SRC,p60-Src,Proto-oncogene tyrosine-protein kinase Src,-0.033415349724388886,0.13188189921841822,-0.25337328262954073,0.8000204597569454,0.9812991032576734
PNOC,PNOC,Prepronociceptin,0.03405305047434793,0.034315193272049814,0.9923607366677605,0.32120913849313765,0.9812991032576734
RAMP3,RAMP3,Receptor activity-modifying protein 3,-0.024869112062190068,0.031488531968943106,-0.7897831530132392,0.42980069820301725,0.9812991032576734
RND3,RND3,Rho-related GTP-binding protein RhoE,0.007915862776975513,0.030249198907735274,0.2616883442474003,0.7936038297466237,0.9812991032576734
GM2A,SAP3,Ganglioside GM2 activator,0.013553127913692979,0.024818580678622516,0.5460879527799495,0.5851006434257124,0.9812991032576734
SERPINB4,SCCA2,Serpin B4,0.03155045886955441,0.0651096552858439,0.48457419611641056,0.6280613282939569,0.9812991032576734
NRG1,SMDF,"Neuregulin-1, sensory and motor neuron-derived factor isoform",-0.03643444003237836,0.03393864936931456,-1.0735383024794252,0.2832320022256659,0.9812991032576734
SQSTM1,SQSTM,Sequestosome-1,0.049004395011426186,0.05442670671390659,0.9003740621128754,0.36809058262904726,0.9812991032576734
TIMD4,TIM-4,T-cell immunoglobulin and mucin domain-containing protein 4,-0.031430786433489115,0.04318946888367729,-0.7277419066703974,0.4669046861084394,0.9812991032576734
NT5E,5'-Nucleotidase,5'-Nucleotidase,-0.017293868191868057,0.029026895206779535,-0.5957877364654864,0.5514223673656304,0.9812991032576734
AMBP,a1-Microglobulin,Alpha-1-microglobulin,0.008174153295974344,0.01088877443314598,0.7506954383306728,0.45297394513483913,0.9812991032576734
DPP4,CD26,Dipeptidyl peptidase 4,-0.011105842963696818,0.017605041799155095,-0.6308330926104255,0.5282622798523703,0.9812991032576734
CD8A,CD8A,T-cell surface glycoprotein CD8 alpha chain,-0.009227648675090417,0.03546232352664958,-0.26020992866290704,0.7947436964107509,0.9812991032576734
CNPY4,CNPY4,Protein canopy homolog 4,-0.03258261754911932,0.07195664275331534,-0.45280902919304283,0.6507629995609888,0.9812991032576734
CTHRC1,CTHR1,Collagen triple helix repeat-containing protein 1,0.014781735394240207,0.02151024872722896,0.6871950009359307,0.4920843398475617,0.9812991032576734
PNLIPRP2,LIPR2,Pancreatic lipase-related protein 2,-0.06729487691278153,0.08185464915195627,-0.8221265085121098,0.41115801349424963,0.9812991032576734
LRP11,LRP11,Low-density lipoprotein receptor-related protein 11,-0.01782186738113824,0.020675311057505284,-0.8619878719874823,0.38885564737445555,0.9812991032576734
PIN1,PIN1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,-0.024697402524825177,0.06565438017521916,-0.3761729599596016,0.706850655528504,0.9812991032576734
CAMP,LL-37,Antibacterial protein LL-37,-0.022030997284833008,0.02442726028349583,-0.9019020974578207,0.36727855194200854,0.9812991032576734
A2ML1,A2ML1,Alpha-2-macroglobulin-like protein 1,-0.028560281880860516,0.05218277547877142,-0.5473124343966561,0.5842595133538317,0.9812991032576734
AOC1,ABP1,Amiloride-sensitive amine oxidase [copper-containing],0.016375686409517348,0.0612872105567467,0.26719581884632954,0.7893614380963716,0.9812991032576734
CES1,"carboxylesterase, liver",Liver carboxylesterase 1,-0.01564859431981221,0.025055252719304887,-0.6245634196998174,0.5323689413397383,0.9812991032576734
FOLR3,FOLR3,Folate receptor gamma,0.04009710634030395,0.08619328809354865,0.4651998691218872,0.6418674633297546,0.9812991032576734
LRP12,LRP12,Low-density lipoprotein receptor-related protein 12,-0.027793356142730423,0.034669792129931674,-0.8016591515336898,0.4228989444510647,0.9812991032576734
NAGLU,NAG,Alpha-N-acetylglucosaminidase,0.01013321008944212,0.040642241959857536,0.24932704498562658,0.8031478154382041,0.9812991032576734
SAA4,SAA-4,Serum amyloid A-4 protein,0.012310686973626476,0.02441329544108569,0.5042615816998036,0.6141643572556792,0.9812991032576734
ALAD,HEM2,Delta-aminolevulinic acid dehydratase,0.029174694404425546,0.03962755716772327,0.7362223788093706,0.4617302728893652,0.9812991032576734
GSS,GSHB,Glutathione synthetase,-0.013650062026748688,0.024885384018213115,-0.5485172347253504,0.5834324531969287,0.9812991032576734
DLD,DLDH,"Dihydrolipoyl dehydrogenase, mitochondrial",-0.015741635358829047,0.028946650386167304,-0.5438154380152904,0.5866631874592865,0.9812991032576734
CSRP1,Cysteine-rich protein 1,Cysteine and glycine-rich protein 1,-0.06798524366842602,0.07475709507173951,-0.9094152682522644,0.3633021684991766,0.9812991032576734
EPHB4,EphB4,Ephrin type-B receptor 4,-0.019367292474534566,0.02915697761031551,-0.6642421149880284,0.5066549966387897,0.9812991032576734
MDH2,Malate dehydrogenase 2,"Malate dehydrogenase, mitochondrial",-0.06822883912028131,0.06271773207534365,-1.0878715932890732,0.2768565929094331,0.9812991032576734
SLITRK1,SLIK1,SLIT and NTRK-like protein 1,-0.010070157314085726,0.03756665765174735,-0.26806103985717056,0.78869552523701,0.9812991032576734
VIM,Vimentin,Vimentin,0.03951167024375666,0.052469780008620945,0.7530367048854554,0.45156633178414896,0.9812991032576734
PHGDH,SERA,D-3-phosphoglycerate dehydrogenase,0.014708743570226104,0.03983571567719433,0.3692350776227364,0.7120135819980002,0.9812991032576734
TCN2,Apo-TC II,Transcobalamin-2,0.19030111155078924,0.25627917187249727,0.7425539506794836,0.45788802137552254,0.9812991032576734
GUSB,BGLR,Beta-glucuronidase,-0.018936779387827757,0.056821374741334855,-0.33326858904827145,0.7389861286037792,0.9812991032576734
MUC16,CA125,Mucin-16,0.058838342347226354,0.0569390016474777,1.0333574640368284,0.30163184129174353,0.9812991032576734
CNN1,Calponin-1,Calponin-1,0.028995302040240804,0.03179425395936529,0.911966737049352,0.36195794858994124,0.9812991032576734
CD247,CD3-zeta,T-cell surface glycoprotein CD3 zeta chain,0.017554480361039064,0.027227214894261297,0.6447402141281456,0.5192110817168187,0.9812991032576734
COL2A1,Collagen II,Collagen Type II,-0.032662446764242646,0.030801863177201877,-1.060404903961066,0.28916047779612725,0.9812991032576734
NCAN,CSPG3,Neurocan core protein,0.034458592705501806,0.03692815427024608,0.933125237002867,0.3509312903835343,0.9812991032576734
EPHA7,EPHA7,Ephrin type-A receptor 7,-0.012530560181489054,0.02917295522724174,-0.4295265969416771,0.6676123329634217,0.9812991032576734
FANK1,FANK1,Fibronectin type 3 and ankyrin repeat domains protein 1,-0.04954247224413896,0.046623156834682516,-1.0626151382200013,0.2881569536166071,0.9812991032576734
FCN1,FCN1,Ficolin-1,0.011928028911193928,0.03237977913030079,0.36837894610688543,0.7126516076507566,0.9812991032576734
CFHR2,FHR2,Complement factor H-related protein 2,0.0175991687516014,0.05952617515742791,0.2956542849436767,0.7675420660874896,0.9812991032576734
GLA,"galactosidase, alpha",Alpha-galactosidase A,0.025181231004185737,0.03222624516658958,0.7813889230350753,0.4347182825074418,0.9812991032576734
HEXIM1,HEXI1,Protein HEXIM1,-0.02898958523591796,0.08783010130581942,-0.33006434929384715,0.7414053503162871,0.9812991032576734
IL6R,IL-6 sRa,Interleukin-6 receptor subunit alpha,-0.014856407685193954,0.025390248159818513,-0.585122586895588,0.5585684229968017,0.9812991032576734
KRT19,Keratin 19,"Keratin, type I cytoskeletal 19",-0.021085823492087288,0.029487651777192276,-0.7150729956868412,0.4746943401659083,0.9812991032576734
PKLR,KPYR,Pyruvate kinase PKLR,0.03841057377208457,0.058186164819818524,0.6601324196401018,0.509287623466207,0.9812991032576734
RPS6KB1,KS6B1,Ribosomal protein S6 kinase beta-1,-0.07234545390343827,0.07869100124634605,-0.9193612072231394,0.3580798887208928,0.9812991032576734
LAP3,LAP,Cytosol aminopeptidase,-0.05359436635774245,0.08259746022128307,-0.6488621588867289,0.5165438719343735,0.9812991032576734
LILRA2,LIRA2,Leukocyte immunoglobulin-like receptor subfamily A member 2,-0.02168005162301333,0.04782017886016954,-0.4533661759486039,0.650361933616899,0.9812991032576734
MOG,MOG,Myelin-oligodendrocyte glycoprotein,0.01621029158971964,0.029918902818474633,0.5418076888738694,0.5880452917076724,0.9812991032576734
HSPG2,Perlecan,Basement membrane-specific heparan sulfate proteoglycan core protein,-0.011540902025791265,0.02220583129141588,-0.5197239353184061,0.6033458641243168,0.9812991032576734
AKT1,PKB,RAC-alpha serine/threonine-protein kinase,-0.06580363648338294,0.07428062874261475,-0.8858788300163033,0.37584921946688976,0.9812991032576734
SLIT1,SLIT1,Slit homolog 1 protein,0.01052590693729633,0.03207433574688176,0.3281722502490063,0.742835101703315,0.9812991032576734
SORCS1,SORC1,VPS10 domain-containing receptor SorCS1,-0.010182926874376224,0.022813411781290982,-0.44635703646602853,0.655414861525442,0.9812991032576734
TMEFF1,TEFF1,Tomoregulin-1,-0.015960476273244085,0.031697387127071264,-0.5035265591217449,0.6146807529571081,0.9812991032576734
COL10A1,COAA1,Collagen alpha-1(X) chain,0.012598882729716388,0.04666008396309057,0.2700141461314655,0.7871928960117394,0.9812991032576734
BMP8B,BMP-8,Bone morphogenetic protein 8B,0.014092109021642513,0.020986563744075547,0.6714824395976058,0.502034404796631,0.9812991032576734
BRAF,BRAF1,Serine/threonine-protein kinase B-raf,-0.009652568212180182,0.03696276873730102,-0.26114299718135786,0.7940242441398943,0.9812991032576734
C1QL2,C1QL2,Complement C1q-like protein 2,-0.03337480785058948,0.03197640112571625,-1.043732461304052,0.29680626280747174,0.9812991032576734
CD79A,CD79A,B-cell antigen receptor complex-associated protein alpha chain,-0.019175884216024407,0.054819851442230484,-0.3497981791547188,0.7265477099960733,0.9812991032576734
DKK2,DKK2,Dickkopf-related protein 2,-0.02132272939466517,0.03698538229106543,-0.5765177503604203,0.564366638240502,0.9812991032576734
LMAN1,Mannose-binding lectin,Protein ERGIC-53,0.03362107594315558,0.0313455808410958,1.0725938087922262,0.2836555795915236,0.9812991032576734
NODAL,NODAL,Nodal homolog,0.007591880874271265,0.023060709723397074,0.32921280243897477,0.7420487054628978,0.9812991032576734
TXLNA,TXLNA,Alpha-taxilin,-0.018557236855203725,0.06561018810929964,-0.28284078113431604,0.7773446232055694,0.9812991032576734
GPT,ALT,Alanine aminotransferase 1,-0.011022991909570604,0.02385579790790579,-0.4620676261646899,0.6441113495873637,0.9812991032576734
CDH8,Cadherin-8,Cadherin-8,-0.020469958177678712,0.045953734012343574,-0.4454471136595843,0.6560719960831938,0.9812991032576734
SHC1,SHC1,SHC-transforming protein 1:Phosphotyrosine Interaction Domain,-0.01889829160403054,0.06321736448226423,-0.29894146582672704,0.7650332342660839,0.9812991032576734
OLR1,OLR1,Oxidized low-density lipoprotein receptor 1,0.07538490504002458,0.06852519723028815,1.100104896986775,0.27149326976317734,0.9812991032576734
IGF2R,IGF-II receptor,Cation-independent mannose-6-phosphate receptor,0.012432383395752346,0.016190108350943266,0.7678999501586419,0.44268826100982084,0.9812991032576734
WIF1,WIF-1,Wnt inhibitory factor 1,-0.01939849955122212,0.03311715838532891,-0.5857537450983646,0.5581442717844304,0.9812991032576734
TEC,TEC,Tyrosine-protein kinase Tec,-0.049062299767548015,0.05831422412933573,-0.8413436087005501,0.4003126159027601,0.9812991032576734
AKR1B10,Aldose reductase-like,Aldo-keto reductase family 1 member B10,-0.04567633400568744,0.044345001775490625,-1.03002214853744,0.30319419623496485,0.9812991032576734
GIP,GIP,Gastric inhibitory polypeptide,0.052689294244964116,0.057637347811678764,0.9141519560740085,0.360809168235654,0.9812991032576734
GHRH,Growth hormone-releasing factor,Somatoliberin,-0.03477182064216166,0.04443417968214742,-0.7825466992053448,0.43403809599865983,0.9812991032576734
LGR5,LGR5,Leucine-rich repeat-containing G-protein coupled receptor 5,-0.008522888206321796,0.036111826106115505,-0.23601376959661569,0.8134597433877861,0.9812991032576734
PLA2G2D,sPLA(2)-IID,Group IID secretory phospholipase A2,0.015549158578439248,0.05069033523586654,0.30674799261215496,0.7590850885208896,0.9812991032576734
TIGIT,TIGIT,T-cell immunoreceptor with Ig and ITIM domains,-0.021213371413940488,0.04205637109939302,-0.5044032773014658,0.6140648299407026,0.9812991032576734
BPIFA2,SPLC2,BPI fold-containing family A member 2,0.027922156291754627,0.03556482687159043,0.7851059248107615,0.4325367532619179,0.9812991032576734
CDH11,Cadherin-11,Cadherin-11:Extracellular domain,0.04916460679982129,0.05982950193374385,0.8217452128260564,0.4113749542906494,0.9812991032576734
UNC5D,UNC5H4,Netrin receptor UNC5D,0.021480789537380796,0.034701677254193486,0.6190130056259737,0.5360179406849892,0.9812991032576734
BTLA,BTLA,B- and T-lymphocyte attenuator,-0.010170632697783458,0.028157398354012382,-0.36120640727924924,0.7180047609499272,0.9812991032576734
DSG3,Desmoglein-3,Desmoglein-3,-0.02139999357988386,0.07349017833020967,-0.2911952871270547,0.7709491452636257,0.9812991032576734
ACVRL1,ALK-1,Serine/threonine-protein kinase receptor R3,-0.0233415670287235,0.03885296344353832,-0.6007667101801333,0.5481017395643057,0.9812991032576734
CD320,CD320,CD320 antigen,-0.05453841587906417,0.058117014982840075,-0.9384242445206014,0.3482034688824265,0.9812991032576734
PACAP,PACAP,Marginal zone B- and B1-cell-specific protein,0.0270082529057544,0.03639093099647665,0.742169880412494,0.45812057766996395,0.9812991032576734
NRXN3,NRX3A,Neurexin-3,-0.030136869119637078,0.03186408581264391,-0.9457942492634934,0.3444320408343544,0.9812991032576734
TLR1,TLR1,Toll-like receptor 1:Extracellular domain,0.02008502120771742,0.02379633432045394,0.8440384530340671,0.3988056312411157,0.9812991032576734
A1BG,Alpha-1B-glycoprotein,Alpha-1B-glycoprotein,0.00783093048975695,0.017885761267872228,0.4378304268112684,0.6615830821464257,0.9812991032576734
NUDT2,AP4A,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],-0.06530087759788203,0.08625137021925289,-0.7570995965847934,0.4491295338507644,0.9812991032576734
B3GNT4,B3GN4,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 4",-0.040492069651016475,0.03952343834674614,-1.0245077691817286,0.3057890786475599,0.9812991032576734
CSN2,Beta-casein,Beta-casein,-0.03180827037177534,0.061069856433344,-0.5208505837326334,0.6025609494953976,0.9812991032576734
HSPA5,BiP,78 kDa glucose-regulated protein,0.030177312234182633,0.03364757419477615,0.8968644235538298,0.369959912468954,0.9812991032576734
CHIA,CHIA,Acidic mammalian chitinase,-0.013402197228010736,0.0247759290514509,-0.5409362127320869,0.5886456714195747,0.9812991032576734
FADD,FADD,FAS-associated death domain protein,0.004857496788212501,0.017623863610395016,0.27562042555455446,0.782884107442043,0.9812991032576734
FAIM,FAIM1,Fas apoptotic inhibitory molecule 1,-0.014197534409587272,0.04995321960560818,-0.2842166034878227,0.7762903617374389,0.9812991032576734
GLRX3,GLRX3,Glutaredoxin-3,-0.04779587776748262,0.06569746292544343,-0.7275148177597608,0.46704368714588496,0.9812991032576734
GLRX5,GLRX5,"Glutaredoxin-related protein 5, mitochondrial",-0.04244197405153866,0.04261532606347955,-0.9959321674159511,0.31947133701555497,0.9812991032576734
C1QTNF9,C1T9A,Complement C1q and tumor necrosis factor-related protein 9A,0.030999425230426234,0.03435431245066508,0.9023445098761131,0.367043653295581,0.9812991032576734
SDC3,SDC3,Syndecan-3,0.01760781674364755,0.025559003928150786,0.6889085659654457,0.4910056572014744,0.9812991032576734
CASP14,Caspase-14,Caspase-14,-0.029580116888849917,0.032289623392606256,-0.9160873921999113,0.3597936146324826,0.9812991032576734
CD69,CD69,Early activation antigen CD69,-0.058667017991159434,0.07984500791886989,-0.734761252084422,0.46261949603303765,0.9812991032576734
APOA1BP,AIBP,NAD(P)H-hydrate epimerase,-0.019776964544217904,0.037291430212183146,-0.5303353728105807,0.5959714130497473,0.9812991032576734
BMP3,BMP-3,Bone morphogenetic protein 3,0.00875652931994627,0.02755248896658133,0.3178126422831399,0.7506788987817826,0.9812991032576734
COL6A2,CO6A2,Collagen alpha-2(VI) chain,-0.020343773825340368,0.02249640786716557,-0.9043120993122168,0.36600009866890126,0.9812991032576734
GDF3,GDF-3,Growth/differentiation factor 3,0.009445598080266257,0.02562404452697618,0.3686224503053072,0.7124701174440315,0.9812991032576734
JUP,PLAK,Junction plakoglobin,-0.013442391839408256,0.05638302906843625,-0.23841201974254045,0.8115997068455969,0.9812991032576734
HSPA1A,HSP 70,Heat shock 70 kDa protein 1A,0.02740945415681459,0.02763758156712931,0.9917457535218622,0.32150900223081674,0.9812991032576734
ENGASE,ENASE,Cytosolic endo-beta-N-acetylglucosaminidase,0.01886818694351252,0.036409869483230994,0.5182162751833673,0.6043969419306521,0.9812991032576734
SIGLEC5,Siglec-5,Sialic acid-binding Ig-like lectin 5,-0.03330064514845182,0.11179357229550442,-0.29787620580213753,0.7658459897801242,0.9812991032576734
OCIAD1,OCAD1,OCIA domain-containing protein 1,0.028929828398524964,0.0297473110765438,0.9725191068222824,0.33097610484818996,0.9812991032576734
PDE5A,PDE5A,"cGMP-specific 3',5'-cyclic phosphodiesterase",-0.05711198601843485,0.07395837927811733,-0.7722179227815101,0.4401279193685974,0.9812991032576734
TNNT3,TNNT3,"Troponin T, fast skeletal muscle",0.02212252232795978,0.02447345220793249,0.903939588906435,0.36619752544828055,0.9812991032576734
NME4,NDKM,"Nucleoside diphosphate kinase, mitochondrial",-0.052727923640623814,0.08090132546307842,-0.6517559921152055,0.5146755999312118,0.9812991032576734
GDI1,RhoGDI,Rab GDP dissociation inhibitor alpha,-0.02636756622705455,0.050797463891264334,-0.5190724931365913,0.6037999214957328,0.9812991032576734
CDCP1,CDCP1,CUB domain-containing protein 1,0.019583819343961303,0.04501120867668676,0.43508761305724736,0.6635721812687574,0.9812991032576734
DOK1,DOK1,Docking protein 1,-0.028721052206832926,0.061629947302502125,-0.4660242863077521,0.6412774074729557,0.9812991032576734
CFHR3,FHR3,Complement factor H-related protein 3,-0.03049710235919847,0.040831657515996794,-0.7468984659084802,0.455262020614427,0.9812991032576734
CFLAR,FLIP,CASP8 and FADD-like apoptosis regulator,-0.05708951398969667,0.08837518049833153,-0.6459903523566155,0.5184013963506304,0.9812991032576734
MPZL1,MPZL1,Myelin protein zero-like protein 1,-0.007937456504793532,0.03418366831216644,-0.23220025517180912,0.8164195977903791,0.9812991032576734
RAB3B,RAB3B,Ras-related protein Rab-3B,-0.023883496201362788,0.042047210599967834,-0.5680161861053646,0.5701235995210885,0.9812991032576734
RGS5,RGS5,Regulator of G-protein signaling 5,0.016382982052629416,0.024270667080378328,0.6750116096262666,0.4997902968521427,0.9812991032576734
SCO2,SCO2,"Protein SCO2 homolog, mitochondrial",-0.07705425075689125,0.08408339646343123,-0.9164026906358733,0.359628343026383,0.9812991032576734
NRK1,NRK1,Nicotinamide riboside kinase 1,0.028119380734947547,0.0519775501418391,0.540990882760228,0.5886079996646946,0.9812991032576734
MAPRE2,MARE2,Microtubule-associated protein RP/EB family member 2,-0.07782369254537495,0.12237255831790848,-0.635957061085532,0.5249180982862759,0.9812991032576734
RAB2A,RAB2A,Ras-related protein Rab-2A,-0.012977052219099809,0.05609434806871451,-0.23134331115147586,0.8170850763381123,0.9812991032576734
SH3GLB1,SHLB1,Endophilin-B1,-0.015084238054424506,0.027429218835366642,-0.5499331987892858,0.5824611341848367,0.9812991032576734
TAF15,RBP56,TATA-binding protein-associated factor 2N,-0.02905729681670452,0.05232187402621862,-0.5553565761452626,0.5787478304512825,0.9812991032576734
PCTK1,PCTK1,Cyclin-dependent kinase 16,-0.013739355988526337,0.0558732735013171,-0.24590211254048788,0.8057974319523536,0.9812991032576734
GSTZ1,MAAI,Maleylacetoacetate isomerase,0.07803266318905062,0.13903626821658804,0.5612396261059944,0.5747324322663239,0.9812991032576734
PHPT1,PHP14,14 kDa phosphohistidine phosphatase,0.0188798330706851,0.03433043100121181,0.5499445395840987,0.5824533577104032,0.9812991032576734
MAPRE3,MARE3,Microtubule-associated protein RP/EB family member 3,-0.022965554705243228,0.059026229682796715,-0.3890737190679244,0.6972863283297599,0.9812991032576734
PTRH2,PTH2,"Peptidyl-tRNA hydrolase 2, mitochondrial",-0.02420948855004884,0.022287725823485788,-1.086225160062674,0.2775839037804767,0.9812991032576734
ADAMTSL1,ATL1,ADAMTS-like protein 1,-0.00900408898573921,0.02636511178349561,-0.3415152971729751,0.7327717462928759,0.9812991032576734
ENPP2,ENPP2,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,-0.029226587569486557,0.03374274390943333,-0.8661591851549391,0.3865651939854139,0.9812991032576734
OSBPL9,OSBL9,Oxysterol-binding protein-related protein 9,-0.015485139529416983,0.0232063991999114,-0.6672788568368722,0.5047143038016297,0.9812991032576734
MDGA1,MDGA1,MAM domain-containing glycosylphosphatidylinositol anchor protein 1,-0.020927919174218556,0.04172781036063634,-0.5015340846631333,0.6160815424186991,0.9812991032576734
LAMP1,LAMP1,Lysosome-associated membrane glycoprotein 1,-0.040914515052197495,0.052903531835913516,-0.7733796522148775,0.43944052663025546,0.9812991032576734
CADM2,Nectin-like protein 3,Cell adhesion molecule 2,-0.008062377428023949,0.030307249606694918,-0.26602141509544824,0.790265558261613,0.9812991032576734
OMG,OMGP,Oligodendrocyte-myelin glycoprotein,-0.018739500321832053,0.048606557148020015,-0.3855344097868369,0.6999055784524963,0.9812991032576734
SEMA4A,SEM4A,Semaphorin-4A,0.01817249524049088,0.019777749975064964,0.9188353206710608,0.35835482448238665,0.9812991032576734
SLITRK6,SLIK6,SLIT and NTRK-like protein 6,-0.026256991027966966,0.033084482268286676,-0.7936346355685837,0.4275552577464057,0.9812991032576734
TLR3,TLR3,Toll-like receptor 3,0.017287850819537237,0.044080864229493755,0.3921849337965164,0.6949868655066673,0.9812991032576734
DBI,ACBP,Acyl-CoA-binding protein,-0.023443877564227226,0.05039539689447725,-0.465198788161472,0.6418682371487137,0.9812991032576734
PFN2,Profilin II,Profilin-2,0.013783311307789746,0.027143286859445944,0.5077981667866106,0.61168238324331,0.9812991032576734
ALPL,"Alkaline phosphatase, liver","Alkaline phosphatase, tissue-nonspecific isozyme",0.02207958201737922,0.022455674031709793,0.9832518046975792,0.3256693356138326,0.9812991032576734
F13A1 F13B,Coagulation factor XIII,Coagulation factor XIII,0.025221365774200158,0.025152557457624902,1.0027356389779123,0.3161779485790303,0.9812991032576734
SULT1E1,SULT 1E,Estrogen sulfotransferase,-0.030322982394862155,0.03899028189899684,-0.7777061595351615,0.4368859769436598,0.9812991032576734
HBB,Beta-globin,Hemoglobin subunit beta,0.013939934753501746,0.040594209764753704,0.34339712077866885,0.7313561182715804,0.9812991032576734
PDGFD,PDGFD,Platelet-derived growth factor D,-0.029671042050938443,0.05756240730351041,-0.51545867243688,0.6063215530834791,0.9812991032576734
S100A8 S100A9,S100A8/S100A9,Protein S100-A8/A9 heterodimer,0.06090868428278241,0.06504399351379798,0.9364228884541301,0.34923213654608787,0.9812991032576734
BLVRB,BLVRB,Flavin reductase (NADPH),0.025904471694289086,0.030790840985987892,0.8413044549863882,0.4003345362863262,0.9812991032576734
IRF3,IRF-3,Interferon regulatory factor 3,-0.03256757156748193,0.07377262365245302,-0.4414587682405006,0.6589554670101104,0.9812991032576734
KIR2DS4,KI2S4,Killer cell immunoglobulin-like receptor 2DS4,0.014912553096044117,0.017813482980743842,0.8371497652741132,0.4026646605645716,0.9812991032576734
VPS28,VPS28 protein homolog,Vacuolar protein sorting-associated protein 28 homolog,0.02003609542999854,0.029543054760740272,0.6781998541540288,0.49776756694809376,0.9812991032576734
DCLK1,DCAK1,Serine/threonine-protein kinase DCLK1,0.024265363570749245,0.03529552775347856,0.6874911671594928,0.49189781340575545,0.9812991032576734
DDOST,OST48,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit,-0.033123279959783855,0.04834981054683576,-0.6850756928550489,0.49342019473171295,0.9812991032576734
PPBP,BTG,Beta-thromboglobulin,-0.03417788016436367,0.06036339620064792,-0.5662020746936836,0.571355671405332,0.9812991032576734
STATH,STAT,Statherin,-0.07067667113958612,0.0887081721137478,-0.7967323579721557,0.4257542379613676,0.9812991032576734
MAP2K6,MP2K6,Dual specificity mitogen-activated protein kinase kinase 6,-0.012159501970687844,0.035075882966765566,-0.346662747797653,0.7289016793987539,0.9812991032576734
CLPP,ClpP endopeptidase,"ATP-dependent Clp protease proteolytic subunit, mitochondrial",-0.011364472023848658,0.03543929820274624,-0.3206742966193391,0.7485095718541797,0.9812991032576734
PNMT,PNMT,Phenylethanolamine N-methyltransferase,0.012236038440952375,0.037623576436556054,0.3252226289966288,0.7450657331606638,0.9812991032576734
RAB5A,RAB5A,Ras-related protein Rab-5A,-0.03899646823856917,0.06545131856740358,-0.5958087490385626,0.5514083326703028,0.9812991032576734
SULT2B1,ST2B1,Sulfotransferase family cytosolic 2B member 1,0.02202484625217764,0.027266826757536687,0.8077524549529719,0.41938318194807434,0.9812991032576734
TCL1A,TCL1A,T-cell leukemia/lymphoma protein 1A,0.021020284997096492,0.05093031298350876,0.4127264052726883,0.6798761970570573,0.9812991032576734
SELH,SELH,Selenoprotein H,-0.007445278390138984,0.030700671857647056,-0.2425119041257881,0.8084223853720721,0.9812991032576734
