gene,target,full_name,beta,se,t_stat,p_value,FDR
REG3A,PAP1,Regenerating islet-derived protein 3-alpha,0.07642744160866866,0.04341118711845837,1.7605471465250906,0.07855386769458923,0.7606521578190333
IL7,IL-7,Interleukin-7,0.06296399448106887,0.03577870912885261,1.7598173890039412,0.07867761825201891,0.7606521578190333
GABARAPL1,GBRL1,Gamma-aminobutyric acid receptor-associated protein-like 1,0.0606628448981475,0.03460729020259106,1.7528920797620164,0.07985991775145329,0.7646587124701653
FGG,Fibrinogen g-chain dimer,Fibrinogen gamma chain,0.04959406165319049,0.028289095602642565,1.753115841870808,0.0798214919983297,0.7646587124701653
PCOLCE2,PCOC2,Procollagen C-endopeptidase enhancer 2,0.03574610106937007,0.020371187685986655,1.7547381929999015,0.07954334203675924,0.7646587124701653
DNAJC4,DNJC4,DnaJ homolog subfamily C member 4:C-term,0.049522267623839246,0.028199702656617164,1.7561272977542783,0.07930580926149154,0.7646587124701653
RRBP1,RRBP1,Ribosome-binding protein 1,-0.08312235147599012,0.04738495928073205,-1.754192738322977,0.07963677135615696,0.7646587124701653
SEMA3G,SEM3G,Semaphorin-3G,-0.03645909548241302,0.02085288280655831,-1.7483959326211962,0.08063521757585444,0.7691240389083893
S100P,S100P,Protein S100-P,-0.042217923803000455,0.024145751256053817,-1.7484618041203248,0.08062381491117879,0.7691240389083893
RNASET2,RNT2,Ribonuclease T2,-0.05488822432197175,0.031472441796407895,-1.7440090818830718,0.0813975583440157,0.7707055210594848
PEF1,PEF1,Peflin,-0.03795038746632593,0.021762048326973288,-1.7438793856223438,0.08142018559495662,0.7707055210594848
CCL22,MDC,C-C motif chemokine 22,0.05943021909381854,0.034056139612047405,1.74506622802295,0.08121331551322698,0.7707055210594848
GALNT16,GLTL1,Polypeptide N-acetylgalactosaminyltransferase 16,-0.06108877812453345,0.03502664468206701,-1.7440659440557196,0.0813876395870402,0.7707055210594848
CRYBB2,CRBB2,Beta-crystallin B2,0.09103083418312208,0.05222789980738024,1.742954139815108,0.08158175543612659,0.7707695641678828
C6orf89,CF089,Bombesin receptor-activated protein C6orf89,-0.034973728834657096,0.020077316873331204,-1.7419523263645287,0.08175698937316686,0.7709622160776474
NUP98,NUP98,Nuclear pore complex protein Nup98-Nup96,-0.07802587498638423,0.044927933796434665,-1.7366895913779172,0.08268255724138153,0.7717795160377763
MMP20,MMP20,Matrix metalloproteinase-20,-0.067009302273685,0.038626107573647026,-1.7348189212677136,0.08301359710799647,0.7717795160377763
FGF8,FGF-8F,Fibroblast growth factor 8 isoform F,-0.07241613445563574,0.04181298143599563,-1.7319055462831625,0.08353129782851582,0.7717795160377763
ARL15,ARL15,ADP-ribosylation factor-like protein 15,0.106577188677006,0.0615807102891339,1.730691123512615,0.08374786985741467,0.7717795160377763
CD68,CD68,Macrosialin,-0.0796471316543889,0.045864643865552335,-1.7365692817296605,0.08270381534675825,0.7717795160377763
LTA4H,LKHA4,Leukotriene A-4 hydrolase,-0.08642892630314888,0.04995688549610677,-1.7300703485585474,0.08385875038691243,0.7717795160377763
IGFBP7,IGFBP-7,Insulin-like growth factor-binding protein 7,0.022903243336385527,0.013200665644346713,1.7350066999230465,0.08298031871486708,0.7717795160377763
COLEC12,COLEC12,Collectin-12,-0.05797012001705583,0.03348940854334406,-1.730998621311192,0.08369298976869355,0.7717795160377763
IL18,IL-18,Interleukin-18,-0.06699971054854142,0.03870994789992807,-1.7308137619236093,0.08372597870246877,0.7717795160377763
BMP6,BMP-6,Bone morphogenetic protein 6,-0.052638585244526685,0.030328488512090482,-1.7356151864786227,0.08287255623429268,0.7717795160377763
KCNMB3,KCMB3,Calcium-activated potassium channel subunit beta-3,-0.03263790301976788,0.018816759626786448,-1.7345124063394237,0.0830679413664807,0.7717795160377763
G0S2,G0S2,G0/G1 switch protein 2,0.07909783669177178,0.04561841220866974,1.7339015731183058,0.08317632648416862,0.7717795160377763
SLC16A3,MOT4,Monocarboxylate transporter 4,0.06060166013885184,0.03487847469798463,1.7375088980698334,0.08253790778686228,0.7717795160377763
CPB1,Carboxypeptidase B1,Carboxypeptidase B,-0.09952388582153644,0.05760075575922695,-1.727822569508455,0.08426123624372107,0.7726274314134203
SMIM10,CX069,Small integral membrane protein 10,-0.06664335422658053,0.03855431965568083,-1.7285573917982726,0.08412948759232401,0.7726274314134203
CTRB2,CTRB2,Chymotrypsinogen B2,0.18261803512334515,0.10574600610362528,1.7269497151919808,0.08441795027071197,0.7726414970549171
TFRC,TR,Transferrin receptor protein 1:Cytoplasmic domain,0.05982077147703122,0.034680367383883574,1.7249174674207957,0.08478373909958827,0.774565572434587
BRD1,BRD1,Bromodomain-containing protein 1,-0.05971515046003755,0.03469938538799442,-1.7209281891401538,0.0855055108064047,0.7768830990968778
ATRN,Attractin,Attractin,-0.02878640804963908,0.01672553317291631,-1.7211055547247347,0.08547331513531353,0.7768830990968778
TWSG1,TWSG1,Twisted gastrulation protein homolog 1,-0.04203231142822464,0.02440590998681715,-1.7222185712775466,0.08527150256805816,0.7768830990968778
ATF6,ATF6A,Cyclic AMP-dependent transcription factor ATF-6 alpha,-0.0314618719368969,0.01832870750006064,-1.7165352186886509,0.08630606612972318,0.7815440721038082
GSTT1,GSTT1,Glutathione S-transferase theta-1,-0.08154213437918287,0.047507900467928,-1.7163910334078214,0.0863324441970465,0.7815440721038082
IL31,IL-31,Interleukin-31,-0.10508310325854865,0.06155817434757196,-1.7070536020971754,0.08805461542973449,0.7816479438592085
SMPD1,ASM,Sphingomyelin phosphodiesterase,-0.07542689838434542,0.04430485951626102,-1.7024520381711585,0.08891346053821755,0.7816479438592085
CREB3L4,CR3L4,Cyclic AMP-responsive element-binding protein 3-like protein 4,0.045986805662865705,0.02705442889176838,1.6997884467211104,0.0894136782906969,0.7816479438592085
PQBP1,PQBP1,Polyglutamine-binding protein 1,-0.06429540463199368,0.0376068268424974,-1.7096737488986173,0.08756858626768592,0.7816479438592085
SAT2,SAT2,Diamine acetyltransferase 2,-0.03937309288165933,0.023136075572559332,-1.701805163895557,0.08903473435850046,0.7816479438592085
FBLN5,fibulin 5,Fibulin-5,0.04450105860865514,0.026170982597854976,1.7003969355091213,0.0892992056683616,0.7816479438592085
ALB,Albumin,Serum albumin,-0.01572112416217893,0.009221984014128045,-1.7047442435482676,0.08848479784246056,0.7816479438592085
AKR1C4,AK1C4,Aldo-keto reductase family 1 member C4,-0.12579455019945188,0.0739758268236585,-1.7004818411738392,0.08928324209634363,0.7816479438592085
ERBB3,ERBB3,Receptor tyrosine-protein kinase erbB-3,-0.04413755671650005,0.025908249751017867,-1.703610129617729,0.08869667827979796,0.7816479438592085
BCAM,BCAM,Basal Cell Adhesion Molecule,-0.05139262504672953,0.030072058206701478,-1.7089826274437319,0.08769657629236664,0.7816479438592085
LCN2,Lipocalin 2,Neutrophil gelatinase-associated lipocalin,0.0694261130822572,0.040489657005978195,1.7146629093945303,0.08664910452918452,0.7816479438592085
BIRC5,Survivin,Baculoviral IAP repeat-containing protein 5,0.035751094326042406,0.020984082266150096,1.7037244646964291,0.08867529913211362,0.7816479438592085
CCL7,MCP-3,C-C motif chemokine 7,0.054619041470250776,0.03207588576230164,1.702806958317697,0.08884697793176637,0.7816479438592085
NRXN3,NRX3B,Neurexin-3-beta,-0.05557657994011515,0.0327033295283606,-1.6994165652741466,0.0894836971278869,0.7816479438592085
TYMSOS,CR056,TYMS opposite strand protein,0.052270447811559526,0.030644546446437087,1.7057014664231323,0.08830628304168416,0.7816479438592085
CD14,CD14,Monocyte differentiation antigen CD14,-0.03735179242824405,0.021970761164655433,-1.7000682019306743,0.0893610343491625,0.7816479438592085
C17orf89,CQ089,Uncharacterized protein C17orf89,-0.05261552352067381,0.030719089788915195,-1.7127956551518597,0.08699231368210149,0.7816479438592085
COX7A2L,COX7R,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial",-0.17510133334712238,0.10283947787551216,-1.7026664950505064,0.08887328430474517,0.7816479438592085
DHFR,DYR,Dihydrofolate reductase,0.0549858047452652,0.03208694357727074,1.7136504327017053,0.08683506588589664,0.7816479438592085
SPOCK3,TICN3,Testican-3,-0.06816954107164816,0.04004480911206215,-1.7023315276864281,0.08893604333463553,0.7816479438592085
RAD51L3,RA51D,DNA repair protein RAD51 homolog 4,-0.0700721918306447,0.041275616063469106,-1.6976655593194632,0.08981397554111493,0.7819687045018842
GKN2,GKN2,Gastrokine-2,-0.14244298790092505,0.08391058785373977,-1.6975567868647292,0.08983452479917206,0.7819687045018842
SMOC2,SMOC2,SPARC-related modular calcium-binding protein 2,-0.04816614243046175,0.02843562394819291,-1.6938662052296103,0.09053399661891247,0.7825846686902173
HMOX1,HO-1,Heme oxygenase 1,0.04943575861328005,0.029181937799584657,1.6940533199952081,0.09049842771349986,0.7825846686902173
SERF2,SERF2,Small EDRK-rich factor 2,0.052189090652442205,0.030776103528909814,1.695766671808142,0.09017325743277017,0.7825846686902173
LAIR2,LAIR2,Leukocyte-associated immunoglobulin-like receptor 2,-0.05325345628454835,0.03140948291096379,-1.6954579110870909,0.09023178627633685,0.7825846686902173
RHPN2,RHPN2,Rhophilin-2,-0.04551680254759434,0.02692643498966485,-1.6904132524437423,0.09119239654339975,0.7832747185201464
CTSA,Cathepsin A,Lysosomal protective protein,-0.0684844412187128,0.040482835777878666,-1.6916908092721918,0.09094834759989229,0.7832747185201464
IFNAR1,IFN-a/b R1,Interferon alpha/beta receptor 1,-0.0511152424569398,0.030243052896197876,-1.6901482344517524,0.09124308831927795,0.7832747185201464
AZGP1,AZGP1,Zinc-alpha-2-glycoprotein,-0.030975053880760585,0.018322395703055487,-1.6905569764326784,0.0911649149701653,0.7832747185201464
PLCG1,PLCG1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",0.0411685449980229,0.024422584413735314,1.6856752054000324,0.09210210155404512,0.7892880613383659
TMEM106A,T106A,Transmembrane protein 106A,-0.10505008418673767,0.062357302406996,-1.6846476696681456,0.09230034826624656,0.7896278935011024
PSG1,PSG1,Pregnancy-specific beta-1-glycoprotein 1,0.06602063637503633,0.03925799450269559,1.6817118961719535,0.09286865030630695,0.7931269466125254
RAB18,RAB18,Ras-related protein Rab-18,-0.04770905788517788,0.028399788378846928,-1.6799089221634171,0.09321905851586328,0.7947563225179507
NAGPA,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,-0.04380044782090419,0.026086329569774625,-1.6790575195237254,0.09338489755013668,0.7948092391489411
SMIM13,SIM13,Small integral membrane protein 13,0.037137240576061145,0.022150845290156214,1.6765608756504138,0.09387256888066685,0.7962376839128453
FSTL5,FSTL5,Follistatin-related protein 5,0.054931882020227404,0.0327642073230744,1.6765820542693637,0.0938684234625385,0.7962376839128453
PTS,PTPS,6-pyruvoyl tetrahydrobiopterin synthase,0.061462807546678384,0.036692121218437145,1.675095511125544,0.09415975058020104,0.7967539063955386
GMNN,GEMI,Geminin,-0.05518519515036094,0.03295389956895008,-1.6746180534687825,0.09425347476741759,0.7967539063955386
INTS3,INT3,Integrator complex subunit 3,-0.0885462008584214,0.05317459932112172,-1.6651973308475794,0.09611810799835041,0.8081984786174257
EDN2,Endothelin 2,Endothelin-2,-0.07038826545110093,0.042678818389339526,-1.6492552537181482,0.09934072482704649,0.8081984786174257
MDM4,MDM4,Protein Mdm4,-0.05642009606076888,0.03419824936362122,-1.6497948611599516,0.0992302518407826,0.8081984786174257
ID2,ID2,DNA-binding protein inhibitor ID-2,0.06136595222339962,0.03710130664305432,1.654010539676986,0.09837055770588157,0.8081984786174257
PLTP,PLTP,Phospholipid transfer protein,-0.030858262239719273,0.018677400262407585,-1.6521711697654398,0.09874492125450221,0.8081984786174257
CD46,CD46,Membrane cofactor protein,-0.03091352125790505,0.018675491757859587,-1.6552989157511788,0.0981090133727803,0.8081984786174257
UGT1A1,UGT 1A1,UDP-glucuronosyltransferase 1-1,0.058537917022276405,0.03538874491827809,1.654139392551384,0.09834437510974606,0.8081984786174257
BAIAP2,BAIP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,-0.06793099708219302,0.04075497340926025,-1.6668149037917885,0.0957958582358366,0.8081984786174257
IGHG1 IGHG2 IGHG3 IGHG4 IGK@ IGL@,IgG,Immunoglobulin G,-0.015550926197575598,0.009415721130163028,-1.651591628787581,0.09886310978817817,0.8081984786174257
TBP,TBP,TATA-box-binding protein,0.06821838931683233,0.04123873021913582,1.6542310821485298,0.09832574739620425,0.8081984786174257
IL4,IL-4,Interleukin-4,0.0517919594862925,0.03117660033609003,1.6612446170514021,0.0969092149613907,0.8081984786174257
IL18RAP,IL-18 Rb,Interleukin-18 receptor accessory protein,0.046604882007635004,0.028084005929618384,1.6594812764401197,0.0972638123011305,0.8081984786174257
TPSB2,TPSB2,Tryptase beta-2,-0.10115075049347118,0.06071696035294998,-1.6659389716724626,0.09597025208499371,0.8081984786174257
WNT7A,WNT7A,Protein Wnt-7a,0.07076184533123556,0.042783093404233065,1.653967483432,0.09837930787420818,0.8081984786174257
PCDHGA10,PCDGA,Protocadherin gamma-A10,0.0613627749726451,0.03707623438122859,1.6550433450629116,0.09816085074887063,0.8081984786174257
FAM209B,F209B,Protein FAM209B,-0.07861675349236559,0.04728495761010535,-1.6626165585387829,0.0966340422097755,0.8081984786174257
MXRA7,MXRA7,Matrix-remodeling-associated protein 7,-0.04895934605280873,0.029500238021179778,-1.6596254585355628,0.09723477920622178,0.8081984786174257
KIAA1161,K1161,Uncharacterized family 31 glucosidase KIAA1161:Extracellular domain,0.06236616437887188,0.03777472549089778,1.6510024511998018,0.09898337942402545,0.8081984786174257
ITIH5,ITIH5,Inter-alpha-trypsin inhibitor heavy chain H5,-0.04687001246435634,0.02839465225357406,-1.6506633730109082,0.09905264891239805,0.8081984786174257
PRG3,PRG3,Proteoglycan 3,0.07039177498442736,0.0424738637242306,1.6572962479104552,0.09770464844426312,0.8081984786174257
CXCL9,MIG,C-X-C motif chemokine 9,0.09396684609380063,0.0569632750748594,1.6496039943334064,0.09926931648325447,0.8081984786174257
TMEM9,TMEM9,Transmembrane protein 9:Extracellular domain,-0.0765101739068315,0.04609879667220541,-1.6597000232104147,0.09721976728057331,0.8081984786174257
KITLG,SCF,Kit ligand,0.04836745854249414,0.029115663866264595,1.6612177817637193,0.09691460361204758,0.8081984786174257
MAP2K4,MP2K4,Dual specificity mitogen-activated protein kinase kinase 4,0.05140099839028774,0.03120945792625607,1.6469686372554653,0.09980995094500679,0.8093709214253889
TCN2,Holo-TC II,Holo-Transcobalamin-2,0.039019264889801016,0.023690386104379683,1.6470506102299218,0.09979309911497504,0.8093709214253889
CGA,Glycoprotein hormones a-chain,Glycoprotein hormones alpha chain,0.0576060055429243,0.0350004546809998,1.6458644914174803,0.10003716040983661,0.8098943441960593
GNLY,Granulysin,Granulysin,0.08518641040326663,0.0518535569584833,1.6428267490207349,0.1006643936324137,0.813460515105982
CTSZ,CATZ,Cathepsin Z,-0.04451293522739685,0.027116203244865883,-1.6415622358865753,0.10092641358632018,0.813460515105982
NDUFB11,NDUBB,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",0.035226552404740055,0.02146177066537672,1.6413628192183332,0.10096778436141735,0.813460515105982
TMEM52,TMM52,Transmembrane protein 52,-0.08376290255719357,0.051096242075150025,-1.6393163010696346,0.10139313504772993,0.8137985259807561
43719,Septin-11,Septin-11,-0.045396410533827244,0.027709772586892827,-1.6382815987201744,0.10160873190909413,0.8137985259807561
LGALS3,Galectin-3,Galectin-3,-0.028908502690843753,0.0176484546932361,-1.6380189196917703,0.1016635234304138,0.8137985259807561
PVRL4,nectin-4,Nectin-4,-0.0744957816005628,0.045426845414805954,-1.6399065557011454,0.10127030949150814,0.8137985259807561
SFTA2,SFTA2,Surfactant-associated protein 2,0.07890612213418843,0.04824227214870566,1.6356220099037246,0.10216457711924924,0.8138838871627871
FAM3B,FAM3B,Protein FAM3B,-0.05693284568016477,0.03477912298107501,-1.6369833624368464,0.10187975704850698,0.8138838871627871
PRRG4,TMG4,Transmembrane gamma-carboxyglutamic acid protein 4,-0.09777215466015204,0.05976570426469517,-1.635924078249473,0.10210132414077473,0.8138838871627871
VHL,VHL,Von Hippel-Lindau disease tumor suppressor,0.05602086410004403,0.034286083331959344,1.6339242822706694,0.10252066160803336,0.815415933141211
CFD,Factor D,Complement factor D,0.028069137007831466,0.017191915803004137,1.6326939550812962,0.10277932991490143,0.8161695113975985
TLR4,TLR4,Toll-like receptor 4,-0.07929736644465056,0.04870195522787179,-1.6282173081886706,0.10372490427543517,0.8181109356998069
PDHX,ODPX,"Pyruvate dehydrogenase protein X component, mitochondrial",-0.14110317988177054,0.08658689788054486,-1.6296135250905541,0.10342925018149075,0.8181109356998069
CTSV,Cathepsin V,Cathepsin L2,-0.07147158966313366,0.043883429429620605,-1.62866919454776,0.10362914216024106,0.8181109356998069
NCAM1,NCAM-120,"Neural cell adhesion molecule 1, 120 kDa isoform",0.027205387158446757,0.016711695979503192,1.627924968944745,0.10378689324435521,0.8181109356998069
APOC3,Apo C-III,Apolipoprotein C-III,-0.092221464440325,0.05665929634429498,-1.627649307184006,0.10384537283837678,0.8181109356998069
RBBP9,RBBP9,Putative hydrolase RBBP9,0.03490125421536678,0.021475965784437914,1.6251308353572256,0.10438086245695795,0.8184445892491238
GZMH,Granzyme H,Granzyme H,0.06517323086665848,0.040086191184929086,1.6258274717594319,0.1042325210632458,0.8184445892491238
GRAP2,GRB2-related adapter protein 2,GRB2-related adapter protein 2,-0.06636674963472002,0.04082997082973474,-1.625442004636161,0.10431458150032082,0.8184445892491238
PPP1R3B,PPR3B,Protein phosphatase 1 regulatory subunit 3B,0.09124331132466865,0.05623665505574708,1.6224882371510125,0.10494510269181148,0.8215749470165556
EID3,EID3,EP300-interacting inhibitor of differentiation 3,-0.0679427705154717,0.04191436692867262,-1.6209900207032275,0.10526607282458651,0.8227939977921762
HS6ST3,H6ST3,Heparan-sulfate 6-O-sulfotransferase 3,0.024368569430094623,0.015066963198843545,1.617351095140726,0.10604890543279141,0.8271676432642638
CST3,Cystatin C,Cystatin-C,0.035263731843720746,0.021810195674210917,1.6168461929673434,0.10615788793851468,0.8271676432642638
BAG3,BAG3,BAG family molecular chaperone regulator 3,0.03282300695714422,0.020478373255101327,1.602813199479492,0.10922262099143941,0.8294369216732924
POLE2,DPOE2,DNA polymerase epsilon subunit 2,-0.04780865785776689,0.029917037925558023,-1.5980411555692189,0.1102806270632094,0.8294369216732924
SIRT5,SIRT5,"NAD-dependent protein deacylase sirtuin-5, mitochondrial",-0.04340764350788795,0.027070640246604,-1.603495266918684,0.10907205889290432,0.8294369216732924
VRK1,VRK1,Serine/threonine-protein kinase VRK1,0.04606563642626679,0.028726504057757,1.6035935432187656,0.10905037856868291,0.8294369216732924
KIF22,KIF22,Kinesin-like protein KIF22,-0.06351031332402449,0.039525833198469265,-1.6068051748617933,0.10834374984019399,0.8294369216732924
SHANK1,SHAN1,SH3 and multiple ankyrin repeat domains protein 1,-0.11425735235177265,0.07100801591883156,-1.6090768186281799,0.10784613297252837,0.8294369216732924
CYB561D1,C56D1,Cytochrome b561 domain-containing protein 1,-0.0472060436764648,0.029442762963252378,-1.6033156852630588,0.109111684467752,0.8294369216732924
FAM171A2,F1712,Protein FAM171A2,0.041726899745500014,0.026085948176126816,1.5995929863759903,0.1099356861444673,0.8294369216732924
EGFL6,EGFL6,Epidermal growth factor-like protein 6,-0.09544736569263469,0.059695189219021706,-1.598912189430177,0.11008690843507304,0.8294369216732924
TRIAP1,TRIA1,TP53-regulated inhibitor of apoptosis 1,-0.045539700739864915,0.02828002854594952,-1.6103131107478128,0.10757607818451533,0.8294369216732924
CHST4,CHST4,Carbohydrate sulfotransferase 4,-0.04958748570212017,0.03102294979628323,-1.5984129822516457,0.11019789955670484,0.8294369216732924
SERPING1,C1-Esterase Inhibitor,Plasma protease C1 inhibitor,-0.03635495754615759,0.022554145960548378,-1.6118968818304864,0.10723090401837673,0.8294369216732924
DPT,DERM,Dermatopontin,0.04175620746388958,0.025961476139452235,1.6083911114913438,0.10799614987850036,0.8294369216732924
JAG1,JAG1,Protein jagged-1:Extracellular domain,-0.045949616485174566,0.028685972902938044,-1.6018148187147023,0.10944330389623846,0.8294369216732924
FGL1,FGL1,Fibrinogen-like protein 1,0.05716680295363579,0.035650449923068456,1.6035366475598019,0.10906292966652359,0.8294369216732924
VASN,VASN,Vasorin,-0.028380064529876053,0.017708860150844923,-1.6025912615568307,0.10927164785607628,0.8294369216732924
PRCP,Prolylcarboxypeptidase,Lysosomal Pro-X carboxypeptidase,-0.032065047307667384,0.01998848478379008,-1.6041759870498513,0.10892195809451145,0.8294369216732924
PTH,PTH,Parathyroid hormone,0.07596390174940232,0.04748234043089299,1.599834824063951,0.10988200742821157,0.8294369216732924
ARHGAP36,RHG36,Rho GTPase-activating protein 36,0.0485055710518322,0.030140390957985156,1.6093212300878108,0.10779270133028514,0.8294369216732924
FUT10,FUT10,"Alpha-(1,3)-fucosyltransferase 10",-0.042018059617325305,0.0260409779158436,-1.6135361641607586,0.10687455718439451,0.8294369216732924
LRP1,sLRP1,"Low-density lipoprotein receptor-related protein 1, soluble:Cytoplasmic domain",-0.08228073268829987,0.050982166686130446,-1.6139120409467436,0.10679298172337312,0.8294369216732924
ERMAP,ERMAP,Erythroid membrane-associated protein,-0.06437632136480487,0.0399613905728847,-1.610962993076788,0.10743433349144982,0.8294369216732924
PLXNA1,PLXA1,Plexin-A1,-0.048542129182077745,0.030307132291423136,-1.6016734514936302,0.1094745803270701,0.8294369216732924
MMP12,MMP-12,Macrophage metalloelastase,0.08355353340695523,0.05240051791971224,1.594517320133657,0.11106708387574037,0.8340920220472267
NIP7,NIP7,60S ribosome subunit biogenesis protein NIP7 homolog,-0.10617999643755298,0.06675490356321959,-1.5905947094507633,0.11194774653161003,0.8344129191330634
APCS,SAP,Serum amyloid P-component,0.021574772941945587,0.013563874263481367,1.590605495365902,0.11194531745460633,0.8344129191330634
ROR1,ROR1,Inactive tyrosine-protein kinase transmembrane receptor ROR1,-0.04146070595675908,0.026042314533912685,-1.5920515015195114,0.11162004161963872,0.8344129191330634
GP1BA,GP1BA,Platelet glycoprotein Ib alpha chain,0.0458061221378576,0.028783823809378654,1.5913841899953736,0.11177005895507205,0.8344129191330634
THPO,Tpo,Thrombopoietin,-0.09922586881147802,0.06233031124848678,-1.5919360392073603,0.11164598714879674,0.8344129191330634
TLN2,TLN2,Talin-2,-0.07868585103042088,0.0495061218474895,-1.5894165831212468,0.11221332096359071,0.8345147688407478
FGA FGB FGG,D-dimer,D-dimer,0.04794379449298792,0.03017140446293938,1.5890474887199568,0.11229662484902612,0.8345147688407478
PTPRJ,PTPRJ,Receptor-type tyrosine-protein phosphatase eta,-0.03270255431574865,0.020606554146465592,-1.586997713606462,0.11276014387468782,0.8367105161729815
IL37,IL-1F7,Interleukin-37,0.04843786432037951,0.030543167647560945,1.5858821481552376,0.11301304223075594,0.8373391923615087
TMPRSS6,TMPS6,Transmembrane protease serine 6,0.09204884938245089,0.05812323157311916,1.5836843012875708,0.11351260259843146,0.8385104294002199
RUVBL1,RUVB1,RuvB-like 1,-0.04378764766836702,0.02768589657773922,-1.5815867673064408,0.11399098475882204,0.8385104294002199
ZHX1,ZHX1,Zinc fingers and homeoboxes protein 1,-0.05729660127615703,0.03623672493906594,-1.5811749370977768,0.11408509677636487,0.8385104294002199
ARG2,Arginase,"Arginase-2, mitochondrial",-0.07037198898331998,0.04450712242473441,-1.581139942316545,0.11409309665517986,0.8385104294002199
DAO,OXDA,D-amino-acid oxidase,-0.06241872988648611,0.03948670602425433,-1.5807530222487034,0.11418157684943746,0.8385104294002199
PGM1,PGM1,Phosphoglucomutase-1,-0.04768518504986159,0.030143362030052565,-1.5819464664333078,0.11390883588635992,0.8385104294002199
ENPEP,AMPE,Glutamyl aminopeptidase,-0.05488368085002604,0.0348100906388323,-1.5766600960469979,0.11512085499023288,0.8436203440782041
SLIT2,SLIT2,Slit homolog 2 protein,-0.049100880705549674,0.031150523297496374,-1.5762457739994373,0.11521627515026688,0.8436203440782041
ARFIP2,ARFP2,Arfaptin-2,0.06424488869862427,0.04077862571762833,1.5754549734826309,0.11539857278642061,0.8437143816499093
LYZL2,LYZL2,Lysozyme-like protein 2,-0.06173427600430545,0.039203689953218275,-1.5747057503508701,0.11557149528972753,0.8437396994832161
LYSMD4,LYSM4,LysM and putative peptidoglycan-binding domain-containing protein 4,0.049744825175233834,0.03161686800986509,1.5733634704017003,0.11588180670718319,0.8447664942826723
MUTYH,MutY homolog,Adenine DNA glycosylase,-0.09383236529509995,0.059776090208715264,-1.5697307228939394,0.1167249226919576,0.8496686989521299
JAG1,JAG1,Protein jagged-1:Cytoplasmic domain,0.05762885436656829,0.036768796216941145,1.567330462127447,0.11728463495087219,0.8512539320996977
C1QTNF5,C1QTNF5,Complement C1q tumor necrosis factor-related protein 5,-0.0388963406648049,0.024815957776513516,-1.5673922810111094,0.11727019310603537,0.8512539320996977
NUP210L,P210L,Nuclear pore membrane glycoprotein 210-like,0.06910274937729949,0.04411403889246346,1.5664570987424404,0.11748881551330237,0.8514946323737009
SF3B4,SF3B4,Splicing factor 3B subunit 4,-0.04999325235965427,0.03204724103559507,-1.5599861561913066,0.11901034775392084,0.8522011378807428
IDH1,IDH,Isocitrate dehydrogenase [NADP] cytoplasmic,-0.09272567828033307,0.05944892142876266,-1.5597537524956744,0.11906527982963523,0.8522011378807428
CYB5R2,NB5R2,NADH-cytochrome b5 reductase 2,-0.06841735710560022,0.043805990288545926,-1.561826514021063,0.118576053779609,0.8522011378807428
KNG1,Kininostatin,Kininostatin,-0.09360079654470013,0.059806584813500784,-1.5650583767085564,0.11781639958471306,0.8522011378807428
RTN4R,Nogo Receptor,Reticulon-4 receptor,-0.0463969648224151,0.029745005556205992,-1.5598237066973701,0.11904874301927854,0.8522011378807428
FCRL1,FCRL1,Fc receptor-like protein 1,-0.06851410671552537,0.04389486062827569,-1.5608685330097787,0.11880196592583477,0.8522011378807428
VWA1,VWA1,von Willebrand factor A domain-containing protein 1,-0.04181354002601273,0.02678425936163691,-1.5611236234481158,0.11874177724091274,0.8522011378807428
NTN1,NET1,Netrin-1,0.049080188287519075,0.03141363718986047,1.5623847691015202,0.11844456105234492,0.8522011378807428
MSRB3,MSRB3,Methionine-R-sulfoxide reductase B3,0.05577392243028853,0.03576411778790335,1.5594938692756788,0.11912673066177887,0.8522011378807428
DEFB116,DB116,Beta-defensin 116,0.061580871568205596,0.03969484890261523,1.5513567445308614,0.12106341577358629,0.852608709539132
HRSP12,Ribonuclease UK114,Ribonuclease UK114,-0.06754423114849131,0.043448667585945136,-1.554575431223135,0.12029442098432659,0.852608709539132
GDF10,BMP-3b,Growth/differentiation factor 10,0.03351873789059159,0.021523252249492975,1.5573268157641555,0.11964011187738745,0.852608709539132
ACAT1,THIL,"Acetyl-CoA acetyltransferase, mitochondrial",-0.13149332900833763,0.08443329060116375,-1.5573635478625447,0.11963139550415951,0.852608709539132
TNFSF18,TNFSF18,Tumor necrosis factor ligand superfamily member 18,0.034582497559355205,0.022294628860089566,1.5511582532446908,0.12111096421919776,0.852608709539132
STAB2,STAB2,Stabilin-2,0.045390780284730724,0.029199885997042603,1.5544848459109721,0.12031601075257851,0.852608709539132
PSG7,PSG7,Putative pregnancy-specific beta-1-glycoprotein 7,-0.08408856464369975,0.054187730262134574,-1.5518008271783872,0.12095708904570283,0.852608709539132
C21orf33,ES1,"ES1 protein homolog, mitochondrial",0.04603213406030326,0.029686166264024615,1.5506257578327862,0.12123859537130056,0.852608709539132
